response_id,ai_projects_active,ai_training_hours,time_saved_per_week,task_automation_rate
147503,11,31.31,9.45,45.63
147504,7,28.24,5.41,18.53
147505,3,13.54,0.0,3.79
147506,9,23.4,7.09,29.44
147507,9,40.9,4.26,16.06
147508,7,27.29,6.98,23.53
147509,2,11.77,3.67,13.52
147510,5,18.12,2.73,8.17
147511,8,32.23,8.4,32.66
147512,9,56.72,9.76,27.04
147513,7,41.34,4.19,28.66
147514,5,40.79,6.59,18.73
147515,3,42.71,8.28,33.57
147516,8,24.64,1.93,10.25
147517,6,31.71,2.6,7.91
147518,12,45.33,6.24,11.88
147519,5,27.43,3.96,14.13
147520,8,38.37,7.01,31.74
147522,7,26.7,5.16,22.25
147524,2,53.06,9.07,21.75
147525,7,33.29,9.34,30.6
147527,13,48.09,5.15,14.63
147528,7,31.23,4.04,19.35
147529,6,50.68,4.86,18.12
147530,5,19.33,5.74,8.25
147531,15,29.81,7.32,19.57
147533,11,50.01,13.16,42.04
147534,6,15.67,4.54,18.13
147535,6,17.84,5.53,15.8
147536,8,45.13,11.94,29.68
147537,10,13.96,11.18,22.5
147538,7,24.61,9.86,25.45
147539,2,42.14,12.38,36.85
147540,12,38.13,9.44,22.94
147541,5,13.54,0.0,2.67
147542,6,26.36,7.97,30.37
147543,10,46.18,4.28,22.47
147544,12,36.44,3.75,31.02
147545,7,44.93,7.22,31.55
147546,10,36.92,9.98,21.78
147547,6,21.94,6.78,19.75
147548,10,43.38,9.5,28.04
147549,6,44.58,14.44,42.67
147550,14,30.96,10.92,30.42
147552,9,52.36,6.29,24.47
147553,8,32.25,9.15,28.6
147554,10,38.59,9.01,25.46
147555,2,12.15,4.35,17.59
147556,1,32.63,4.22,20.72
147557,10,16.4,8.24,23.43
147558,5,7.35,6.74,26.21
147559,10,35.43,9.82,21.66
147560,7,24.6,5.99,11.03
147561,12,41.74,10.53,35.81
147562,11,35.25,5.37,12.95
147563,5,30.22,5.98,17.93
147564,3,14.59,5.46,7.32
147565,6,21.66,6.93,23.53
147566,6,39.01,5.26,17.3
147567,11,42.13,5.1,19.84
147568,7,54.74,7.35,30.53
147569,6,29.9,5.7,23.69
147570,1,41.93,3.23,11.89
147571,4,19.79,3.95,16.65
147572,12,30.66,7.03,16.03
147573,1,30.99,3.5,14.53
147574,7,31.14,8.24,18.38
147575,10,30.14,10.05,28.73
147576,11,45.19,9.05,20.35
147577,7,23.21,0.02,0.0
147578,10,19.58,8.93,23.42
147579,13,46.22,6.34,23.92
147580,10,21.72,6.07,23.6
147582,4,43.2,9.64,27.35
147583,10,53.27,14.51,35.44
147584,12,41.1,7.37,27.8
147585,5,37.19,0.33,15.97
147586,8,33.19,8.03,23.7
147587,4,20.55,2.65,21.74
147588,4,16.11,6.69,13.84
147589,6,28.18,5.38,5.26
147590,4,33.91,2.02,22.63
147591,7,25.6,8.24,28.19
147592,8,40.22,9.19,29.5
147593,9,32.58,4.16,16.13
147594,9,58.34,9.15,21.56
147595,10,40.01,11.16,35.07
147598,5,6.88,6.49,11.2
147599,11,28.49,8.32,31.44
147600,5,20.05,6.9,31.05
147601,3,23.95,4.74,24.93
147602,7,28.01,1.41,2.71
147603,7,16.63,9.15,24.29
147605,9,53.01,8.48,17.45
147606,8,36.86,9.25,32.19
147607,11,32.0,5.94,25.58
147608,7,12.73,6.82,24.38
147609,2,17.77,7.59,41.17
147610,7,30.05,6.9,20.93
147611,4,16.92,10.65,34.89
147612,9,52.32,9.57,29.51
147613,4,21.1,1.13,9.13
147614,11,34.93,11.26,28.67
147615,7,23.22,5.71,21.0
147616,6,40.89,5.71,21.78
147618,8,10.08,1.53,6.87
147619,6,46.3,7.36,27.22
147620,9,17.81,6.8,10.23
147621,5,9.58,2.54,10.07
147622,9,37.14,7.41,22.3
147623,6,39.87,10.06,28.29
147624,4,25.58,6.24,11.07
147625,3,43.9,4.16,7.04
147626,2,6.39,2.91,21.3
147627,5,33.95,4.48,23.89
147628,1,37.24,9.04,33.79
147629,5,43.42,7.57,13.41
147630,0,31.25,7.17,21.88
147631,3,24.84,6.22,18.44
147633,15,35.52,6.81,27.01
147634,10,27.59,6.25,14.3
147635,10,36.57,4.5,9.68
147636,4,40.66,3.04,19.23
147637,8,37.07,7.02,27.8
147638,5,24.55,6.34,22.4
147639,10,37.51,11.69,25.28
147640,12,52.4,10.97,29.35
147641,10,26.89,4.57,15.99
147642,4,42.01,6.16,16.15
147643,6,34.43,8.24,30.61
147644,4,22.85,8.37,29.63
147645,7,42.46,8.69,35.03
147646,11,58.48,12.54,36.17
147648,9,28.42,7.73,22.23
147649,7,32.29,6.83,25.72
147650,7,14.79,7.3,36.82
147651,5,30.99,11.32,32.74
147652,10,32.09,5.23,11.36
147653,6,27.38,6.11,22.16
147654,9,32.92,5.39,15.52
147655,6,33.96,3.59,19.71
147656,10,24.48,8.02,14.83
147657,6,47.67,11.15,36.19
147658,6,49.54,5.94,20.13
147659,10,42.28,6.51,17.52
147660,4,26.96,9.58,21.41
147661,5,26.47,8.21,35.28
147663,6,32.51,7.72,16.13
147664,6,19.99,9.78,24.69
147665,1,11.39,2.36,11.65
147666,5,1.92,2.22,7.49
147667,11,11.04,6.52,19.31
147668,7,16.79,6.09,24.07
147669,7,30.35,7.97,25.73
147670,0,17.42,2.43,14.43
147671,3,27.6,5.75,17.13
147672,1,30.22,6.54,13.14
147673,8,52.23,7.24,26.33
147674,9,31.88,10.5,41.78
147675,6,58.55,5.96,21.93
147676,9,13.32,7.87,24.45
147677,9,19.86,10.48,29.12
147678,9,19.82,5.18,25.29
147679,12,31.38,7.34,33.93
147680,6,33.12,8.03,32.8
147682,5,36.48,5.6,24.34
147683,3,12.9,2.47,3.69
147684,10,21.83,4.49,13.96
147685,4,10.15,1.55,5.81
147686,8,19.07,6.45,18.72
147687,6,16.89,4.67,11.1
147688,4,32.27,5.15,26.04
147689,1,39.87,6.85,18.0
147690,1,24.83,3.8,7.59
147691,6,19.52,6.16,16.07
147692,6,27.93,7.07,16.23
147693,2,19.23,6.54,18.8
147694,5,26.93,5.49,8.05
147695,7,30.59,7.16,24.77
147696,3,16.07,6.89,14.5
147697,8,24.87,8.38,19.66
147698,0,20.81,4.43,17.41
147700,3,26.6,3.04,10.5
147701,0,4.18,3.47,9.85
147702,3,20.05,3.93,15.6
147704,2,9.54,7.15,22.2
147705,10,33.11,3.65,8.57
147707,0,10.24,3.7,3.57
147708,7,14.6,2.74,16.89
147709,6,37.19,8.4,20.35
147710,2,33.6,2.1,0.0
147711,7,0.0,4.27,2.05
147712,1,27.26,6.94,10.53
147713,6,33.91,3.9,7.28
147714,14,40.31,11.68,34.57
147715,8,47.84,9.42,20.71
147716,12,46.65,8.3,38.69
147717,3,15.31,6.14,16.05
147720,5,10.93,7.01,12.9
147721,6,49.42,9.98,34.78
147722,8,23.85,12.9,37.71
147723,3,31.56,5.54,22.14
147724,8,33.19,10.93,31.58
147725,8,29.79,3.9,13.69
147726,8,35.77,9.78,20.08
147727,8,32.04,8.1,26.63
147728,8,43.84,9.87,35.93
147729,3,33.35,6.72,20.9
147730,1,10.59,5.36,12.85
147731,3,18.01,1.35,9.05
147732,0,17.57,0.91,0.7
147733,1,12.01,2.0,7.79
147735,0,3.77,5.95,21.79
147737,9,11.63,6.3,34.39
147738,2,13.23,7.36,27.33
147739,2,16.15,3.26,10.28
147740,3,19.68,4.05,15.57
147741,0,11.64,3.07,16.54
147742,8,24.34,2.58,13.52
147743,9,38.42,3.97,13.87
147744,3,26.22,6.78,15.96
147745,4,0.0,5.88,24.88
147747,8,26.05,5.09,15.6
147748,7,32.07,7.07,23.85
147749,8,37.89,5.8,17.35
147750,10,13.04,9.0,30.08
147751,6,32.65,7.66,25.78
147752,11,35.25,8.34,27.79
147753,2,18.19,6.25,23.09
147754,6,38.41,6.63,16.88
147756,10,44.6,4.68,22.69
147757,9,12.44,5.55,26.27
147758,9,8.56,6.16,16.17
147759,9,22.45,5.84,23.07
147760,7,34.13,9.17,28.6
147761,4,0.0,0.0,0.0
147762,3,12.49,3.08,19.31
147763,1,17.79,3.46,16.18
147764,1,0.0,4.88,12.68
147766,10,20.12,0.52,9.96
147767,1,13.76,0.49,7.2
147768,0,22.5,3.74,5.03
147769,6,17.09,2.74,10.01
147770,5,16.14,2.5,17.73
147771,11,24.78,2.87,14.01
147772,2,10.7,0.98,0.0
147773,2,12.64,8.19,18.6
147774,6,0.0,4.92,11.93
147775,3,3.74,2.86,12.5
147776,10,32.39,8.31,22.56
147778,6,28.14,2.39,8.57
147779,6,31.92,9.5,29.48
147780,7,11.65,7.19,26.56
147781,2,6.93,5.59,13.05
147783,9,8.72,0.0,6.04
147784,9,21.41,6.65,16.49
147785,11,28.17,3.31,19.24
147786,11,16.32,9.1,27.86
147787,7,40.18,10.2,29.19
147788,3,2.13,3.25,8.33
147789,8,23.28,2.76,13.23
147790,11,40.29,8.94,14.77
147791,13,20.63,5.09,23.7
147792,8,42.07,7.85,28.17
147793,7,33.63,7.57,28.09
147794,7,33.08,5.96,14.07
147795,6,42.0,2.58,12.18
147796,6,57.52,9.75,20.19
147798,11,54.35,7.33,18.45
147799,11,57.79,10.0,29.34
147800,13,41.1,9.85,32.88
147801,7,48.98,10.1,27.04
147802,9,60.22,9.88,29.03
147803,11,38.69,9.48,33.67
147804,11,46.13,9.62,29.6
147805,9,37.74,3.87,22.72
147806,13,46.61,10.45,29.29
147807,12,61.11,14.72,39.65
147808,7,31.09,11.34,35.16
147809,6,23.32,8.16,17.33
147810,10,31.0,5.86,20.6
147811,8,29.3,11.75,25.01
147812,4,19.23,6.46,18.62
147813,11,30.36,4.42,14.9
147814,4,25.16,3.42,13.79
147815,8,26.73,9.56,16.28
147816,8,32.76,5.64,16.38
147817,9,25.15,10.02,18.04
147818,10,24.1,5.94,12.37
147819,3,36.94,8.02,32.04
147820,8,33.14,8.97,26.8
147822,8,25.56,6.82,22.55
147823,7,13.79,6.31,17.18
147824,11,20.82,2.61,13.77
147825,6,19.5,9.18,23.51
147826,8,16.76,9.07,16.3
147827,10,41.54,8.11,26.8
147828,5,31.58,1.89,13.84
147829,12,21.01,8.28,25.34
147830,8,40.75,7.17,19.74
147831,0,6.28,5.82,13.21
147832,4,47.47,5.1,19.4
147833,3,24.92,4.39,20.43
147834,8,28.39,2.17,17.59
147835,10,47.73,6.58,25.59
147836,14,47.31,10.3,26.22
147837,6,42.77,9.01,26.55
147838,4,33.41,6.77,24.08
147839,3,29.61,7.89,27.36
147841,7,30.0,8.8,31.45
147842,8,19.48,7.95,19.25
147843,8,8.96,4.44,7.66
147844,9,43.65,11.03,28.56
147845,4,33.33,3.96,14.57
147846,7,40.79,6.03,23.69
147847,5,27.69,7.84,23.01
147848,6,1.55,2.83,17.33
147849,7,32.63,7.3,25.59
147850,7,18.15,6.12,16.74
147851,3,18.46,5.23,17.8
147853,8,26.32,6.24,18.96
147854,5,38.07,7.47,19.47
147855,5,28.87,5.41,23.54
147856,6,32.58,6.88,16.86
147857,8,15.07,5.52,22.61
147858,9,30.3,6.47,14.94
147859,5,18.77,3.04,11.07
147860,11,35.6,7.75,12.79
147861,9,43.14,10.69,35.91
147862,5,6.65,2.96,14.84
147863,8,50.22,5.75,22.48
147864,9,41.7,8.42,12.92
147865,7,17.94,5.91,25.97
147866,0,29.65,8.06,20.28
147867,6,43.19,8.88,23.34
147868,6,31.53,8.1,17.43
147869,10,34.64,4.13,20.98
147870,6,21.86,8.03,20.59
147871,6,45.63,9.77,19.36
147872,9,34.32,10.63,30.96
147873,9,15.58,2.89,8.78
147874,2,17.75,1.34,8.18
147875,6,18.21,4.21,8.19
147876,2,16.92,4.51,13.12
147877,0,0.0,3.04,0.0
147878,6,19.96,1.72,6.6
147880,0,10.89,3.72,10.23
147881,4,13.47,5.66,14.85
147882,5,23.52,4.09,11.44
147883,9,16.42,1.39,12.89
147884,6,14.2,3.61,18.11
147885,4,6.32,2.2,5.94
147886,3,6.27,7.83,23.33
147887,2,20.35,0.0,9.99
147888,5,24.59,8.2,20.64
147889,5,37.41,5.41,18.77
147890,2,11.42,2.33,17.93
147891,12,50.05,15.04,49.72
147892,8,47.32,5.95,16.03
147893,6,42.51,7.77,21.12
147894,12,38.5,11.79,34.73
147895,12,52.05,9.6,31.87
147896,8,21.11,13.02,29.22
147897,13,24.85,3.1,13.18
147898,6,26.65,3.79,15.42
147899,6,40.25,4.59,23.83
147900,8,31.15,8.05,27.58
147901,6,52.73,5.03,14.12
147902,11,40.81,7.52,27.22
147903,11,31.87,9.82,22.69
147904,9,38.78,11.08,31.51
147905,10,23.28,7.96,31.96
147906,3,33.79,6.74,16.39
147907,3,19.95,4.84,18.94
147909,5,23.72,8.92,24.41
147910,7,35.18,9.95,24.83
147911,12,43.35,7.68,18.86
147912,8,10.79,4.96,21.65
147913,3,9.74,2.72,12.78
147914,14,31.37,8.68,28.11
147915,4,13.29,6.94,10.11
147916,5,24.04,8.24,17.64
147917,7,17.19,6.33,19.27
147918,7,34.18,8.09,18.5
147919,5,18.17,5.15,16.9
147920,2,29.78,3.49,9.33
147921,11,41.8,13.49,35.47
147922,6,10.05,7.07,25.42
147923,10,12.74,6.96,18.06
147924,9,39.22,9.1,24.06
147925,0,23.57,7.03,27.99
147926,3,4.62,4.21,20.76
147927,1,39.98,7.05,30.75
147928,12,43.87,6.84,18.51
147929,8,36.39,7.79,23.98
147930,6,35.04,6.85,22.43
147931,10,42.99,7.05,25.63
147932,6,22.88,3.44,17.41
147933,11,32.59,11.51,27.28
147934,11,11.02,7.43,26.94
147935,7,28.12,9.95,34.26
147936,11,34.13,9.85,26.1
147937,6,13.91,12.97,36.47
147939,6,15.43,8.24,18.26
147940,8,2.4,4.98,13.15
147941,7,18.58,4.98,2.27
147942,1,19.11,5.71,20.74
147943,8,19.58,8.63,18.77
147944,10,20.78,5.52,11.63
147945,6,36.06,6.99,11.94
147946,0,19.67,3.51,13.46
147947,0,18.43,4.35,13.51
147948,0,18.66,2.57,13.7
147949,9,33.19,8.38,31.91
147950,4,27.55,11.09,29.59
147951,7,25.99,12.11,39.78
147952,4,29.13,8.52,28.17
147953,4,12.92,5.11,22.64
147954,5,22.05,6.33,17.16
147955,2,17.63,4.33,16.53
147956,8,12.39,7.68,29.18
147957,2,24.74,5.22,22.64
147958,9,28.74,10.96,24.95
147959,5,29.47,6.17,20.66
147960,5,18.08,2.07,12.68
147961,0,25.4,4.52,17.75
147962,7,15.7,5.82,25.19
147963,4,23.15,7.15,18.95
147964,0,22.1,1.65,3.11
147965,3,0.0,3.7,1.9
147966,6,13.11,10.27,34.12
147967,1,21.25,3.43,15.91
147968,1,22.16,4.08,20.44
147969,8,25.89,7.5,31.25
147970,3,24.96,1.15,16.07
147971,0,6.7,7.77,18.07
147972,8,32.74,10.65,24.33
147973,11,13.68,3.96,21.69
147975,7,22.43,7.12,10.92
147976,1,29.63,5.04,9.97
147977,10,36.69,7.27,20.06
147979,12,35.62,12.13,30.81
147981,4,15.45,2.02,19.8
147982,3,37.84,6.6,22.95
147983,3,26.28,3.73,19.03
147984,7,8.44,6.53,15.95
147985,13,58.22,7.03,20.63
147986,4,20.98,0.0,6.99
147987,5,0.0,5.45,13.26
147988,6,36.69,4.83,21.69
147989,2,29.11,5.06,8.8
147990,9,29.82,8.51,24.15
147991,7,19.35,8.98,24.65
147992,10,16.35,4.52,15.88
147994,4,36.6,3.41,9.65
147995,11,47.41,9.15,29.23
147996,5,34.56,5.71,17.96
147997,10,40.09,3.46,12.99
147998,9,34.12,7.51,20.87
147999,9,36.45,6.96,24.29
148000,10,48.13,9.59,26.32
148001,5,20.84,2.53,4.59
148002,8,22.77,5.17,21.71
148003,1,14.09,3.9,0.0
148004,4,20.49,3.99,17.97
148005,5,35.83,9.94,26.39
148006,8,35.84,9.18,25.67
148007,5,14.36,4.24,13.13
148008,8,32.71,8.38,29.5
148009,4,32.23,5.31,26.74
148010,5,20.91,7.26,25.12
148011,5,36.21,11.58,28.91
148012,6,17.97,2.38,6.89
148013,5,36.02,3.37,14.55
148014,8,39.93,6.69,18.83
148015,7,28.15,8.45,27.4
148016,8,21.14,4.07,16.11
148017,3,18.55,5.33,15.03
148018,9,13.99,9.26,26.84
148019,0,9.53,3.47,21.02
148020,0,23.8,2.89,9.02
148021,4,20.34,7.74,14.45
148022,5,20.38,5.03,0.0
148023,11,27.09,7.07,24.99
148024,2,20.2,8.55,17.54
148025,5,30.88,5.58,18.49
148026,8,28.84,6.97,19.86
148027,8,34.07,8.56,29.12
148028,12,43.53,5.62,19.56
148029,10,54.63,12.26,41.19
148030,7,27.01,4.15,13.61
148031,8,31.91,7.5,18.18
148032,5,26.62,6.93,18.79
148033,4,33.21,4.42,12.41
148034,4,31.48,5.22,6.51
148035,9,40.07,11.41,29.71
148036,4,18.71,5.55,12.64
148038,4,18.98,8.11,39.04
148039,12,40.8,5.13,15.24
148040,4,48.48,8.9,32.94
148042,10,54.8,5.13,10.33
148043,11,34.28,11.46,32.22
148044,9,25.26,5.99,30.45
148045,6,23.92,6.06,19.74
148046,12,41.89,10.4,31.46
148047,8,25.09,6.82,30.92
148048,11,29.91,9.56,30.98
148049,8,19.52,8.75,22.22
148051,8,34.72,8.13,24.41
148052,4,6.15,10.85,27.54
148053,8,21.59,7.21,22.88
148054,1,16.19,5.32,22.68
148055,5,18.99,7.5,11.39
148056,4,22.16,10.41,32.81
148058,10,21.37,8.93,24.37
148059,5,31.26,6.69,20.38
148060,10,30.86,7.49,22.45
148061,6,8.17,5.58,19.05
148062,5,24.28,11.65,26.29
148063,6,37.08,7.54,13.37
148064,2,38.27,5.4,14.85
148065,13,59.7,10.57,26.39
148066,9,46.24,5.97,21.31
148068,10,52.79,4.87,11.69
148069,12,45.49,7.64,25.03
148070,13,49.3,5.9,22.37
148071,10,40.4,2.55,19.23
148072,8,29.57,5.17,16.01
148073,6,25.88,7.71,20.37
148074,10,43.81,8.28,28.82
148075,12,32.62,6.93,29.0
148076,14,47.22,11.03,25.41
148077,12,52.96,9.98,30.28
148078,12,56.64,12.3,35.2
148079,11,42.17,12.3,33.85
148080,6,28.57,6.23,25.07
148081,1,25.19,2.01,0.0
148082,2,24.75,3.19,17.62
148084,8,22.62,3.49,14.33
148085,1,19.02,6.32,23.74
148086,6,18.48,2.46,11.36
148087,3,9.24,2.55,8.66
148089,4,20.82,11.19,30.22
148090,6,5.78,5.94,17.85
148091,7,11.94,3.06,27.4
148092,7,39.44,8.97,31.99
148093,1,11.73,4.62,6.61
148094,10,15.95,4.19,9.68
148095,10,41.76,6.99,12.17
148096,2,22.86,7.98,19.67
148097,7,0.0,1.55,16.52
148098,5,22.7,5.06,18.58
148099,2,23.64,7.11,24.59
148101,6,25.56,6.94,20.94
148102,3,8.25,7.11,25.5
148103,4,25.04,5.02,25.96
148104,4,21.75,8.15,27.91
148105,2,17.19,3.06,9.23
148106,1,0.95,2.49,11.77
148107,8,41.21,8.02,14.54
148108,4,17.28,5.77,30.45
148109,2,21.34,4.39,22.26
148110,10,23.86,3.86,16.83
148111,6,29.34,9.95,27.57
148112,0,33.66,4.97,17.31
148114,10,4.56,4.35,11.43
148115,0,8.16,0.0,2.67
148117,1,20.86,5.16,17.61
148120,11,33.25,7.9,26.85
148121,1,0.83,4.19,8.1
148122,3,16.07,5.16,16.97
148123,2,10.67,5.29,22.76
148124,0,24.06,3.6,15.03
148125,4,10.58,3.59,5.31
148126,4,8.2,4.65,9.58
148127,5,12.8,5.62,23.3
148128,4,2.79,0.0,12.38
148129,9,11.28,7.96,17.65
148130,7,4.55,3.57,19.87
148131,9,27.32,4.74,20.4
148132,8,35.38,3.5,20.94
148133,9,23.34,8.02,23.14
148134,1,18.56,0.54,0.0
148135,4,10.77,1.78,8.14
148136,0,12.03,6.47,15.78
148137,3,26.58,4.84,10.01
148139,3,7.52,2.15,14.81
148140,4,16.63,5.74,11.7
148141,6,30.18,4.19,12.54
148142,8,8.27,4.4,11.87
148143,5,27.3,5.74,13.3
148144,4,8.04,7.23,34.49
148145,8,31.76,5.49,17.33
148146,0,24.61,11.14,28.11
148147,2,36.06,8.93,23.37
148148,5,47.19,11.45,43.96
148149,0,32.52,5.13,21.5
148150,12,34.08,9.06,25.07
148151,4,18.79,7.89,11.41
148152,6,35.24,2.85,21.07
148153,9,40.34,11.87,36.22
148154,7,27.15,7.74,27.98
148155,2,27.09,3.9,20.24
148156,8,25.84,7.23,20.74
148157,6,52.9,9.61,23.37
148158,7,23.53,6.13,19.95
148159,7,36.0,9.41,39.55
148161,3,20.09,2.76,18.86
148162,4,2.61,3.53,1.24
148163,5,21.63,3.68,12.45
148164,3,17.78,3.41,15.59
148165,1,33.06,5.75,19.34
148166,8,33.7,4.19,12.51
148167,9,31.53,8.49,35.94
148168,4,3.15,7.13,18.75
148169,0,18.91,4.54,15.45
148170,0,19.24,6.18,22.21
148171,1,28.2,6.22,19.03
148172,6,22.72,4.75,16.68
148174,11,34.05,10.1,35.69
148175,3,20.72,4.44,19.36
148176,5,13.33,3.55,9.76
148177,9,9.86,4.78,17.48
148178,7,27.69,9.1,32.38
148180,2,13.44,4.29,15.46
148181,8,15.29,2.77,5.45
148182,8,10.71,9.37,28.95
148183,5,20.09,4.5,8.05
148184,8,28.75,6.77,14.57
148185,3,0.0,4.34,17.68
148186,3,35.73,8.2,17.48
148187,7,21.6,5.91,20.34
148188,3,10.77,6.37,18.16
148189,2,19.38,4.37,26.37
148190,9,28.17,7.84,26.42
148192,5,22.29,5.69,18.04
148193,4,3.47,7.41,16.52
148194,7,13.2,4.74,13.25
148195,9,24.16,2.6,18.17
148196,5,7.35,1.88,11.44
148197,11,42.7,9.84,28.86
148198,15,40.92,4.64,19.73
148199,11,43.74,8.97,20.74
148201,7,21.69,6.51,25.87
148202,4,31.02,5.38,7.25
148203,6,14.17,7.85,14.79
148204,13,34.47,10.52,29.06
148205,6,12.39,0.77,5.68
148206,11,29.89,2.8,5.89
148207,9,26.72,9.34,27.16
148208,5,24.3,5.52,15.21
148209,3,7.16,6.21,13.44
148210,3,9.95,1.29,1.17
148212,2,7.21,1.73,0.9
148213,4,10.22,0.9,0.0
148214,2,0.0,5.57,17.91
148215,7,24.94,7.17,21.02
148216,9,20.4,4.68,19.03
148218,9,20.06,7.11,13.24
148219,0,15.54,3.76,13.65
148220,3,13.96,2.58,5.43
148221,8,17.11,4.34,18.46
148222,5,32.24,5.29,15.48
148223,7,12.56,6.91,19.6
148224,6,40.1,5.3,18.46
148225,4,9.15,5.93,11.23
148226,3,3.99,7.11,17.9
148228,2,4.86,3.62,10.61
148229,0,9.04,2.49,7.76
148230,0,39.4,7.81,20.14
148231,0,26.04,5.98,13.48
148232,3,45.56,4.44,14.87
148233,8,27.68,6.61,19.33
148234,0,8.74,5.76,14.19
148235,3,3.5,4.01,6.05
148236,3,19.29,5.09,0.0
148237,3,27.18,2.81,12.24
148238,2,2.22,1.57,5.31
148239,8,26.73,2.15,12.03
148240,4,20.91,3.71,0.0
148241,6,23.45,2.24,8.47
148242,6,29.97,5.75,27.63
148243,13,40.64,3.09,16.99
148244,5,32.01,7.51,15.31
148245,7,38.63,10.76,41.59
148246,6,46.01,2.52,23.78
148248,8,39.47,9.47,37.48
148249,4,15.81,7.64,32.54
148250,10,36.09,7.97,25.12
148251,7,40.59,9.83,35.26
148252,6,27.16,13.86,39.72
148253,8,34.77,8.11,31.02
148254,7,39.45,8.97,36.96
148255,4,24.51,7.64,24.83
148256,10,51.13,5.96,16.99
148257,6,38.48,6.13,28.6
148258,6,24.22,7.2,19.6
148259,5,16.62,5.98,17.26
148260,5,13.3,1.61,12.16
148261,6,35.18,8.04,30.27
148262,6,17.26,6.21,20.84
148263,7,43.04,8.9,32.03
148264,7,31.83,6.52,22.12
148265,1,27.85,4.96,23.63
148266,4,19.39,4.04,17.34
148267,2,19.48,4.53,18.19
148268,7,41.48,8.86,27.97
148269,8,16.52,8.78,32.85
148270,3,24.86,4.73,18.73
148271,8,51.81,6.91,29.61
148272,12,24.32,12.24,31.91
148273,5,45.8,5.57,20.03
148274,5,7.35,0.0,5.44
148275,1,18.98,3.35,14.46
148276,6,19.32,1.31,14.01
148277,3,19.37,1.98,9.82
148278,8,16.09,4.95,15.7
148279,1,34.21,2.99,8.79
148281,7,25.69,7.52,19.14
148282,8,35.88,9.05,29.39
148283,0,20.55,2.76,14.73
148284,6,21.92,6.18,24.39
148285,3,19.34,10.37,24.53
148286,5,28.95,8.83,32.69
148287,8,25.37,7.02,20.69
148288,0,9.17,2.57,16.77
148289,11,30.69,8.73,23.09
148290,2,33.41,5.2,13.03
148291,9,32.07,6.92,21.52
148292,2,26.86,6.69,22.94
148293,7,27.81,1.04,10.28
148294,7,31.31,10.73,32.77
148295,4,39.32,6.2,14.46
148296,6,23.72,3.96,16.86
148297,0,26.4,6.44,23.87
148298,1,14.86,3.74,13.26
148299,11,27.95,11.68,39.57
148300,6,16.6,6.9,18.1
148301,5,30.31,6.03,14.66
148302,11,31.21,5.72,27.92
148303,5,35.31,2.78,9.76
148304,7,50.56,9.24,21.18
148305,5,27.88,7.74,14.32
148306,6,19.59,5.57,16.71
148307,4,18.89,4.97,22.66
148308,7,29.76,7.99,16.1
148309,4,39.94,5.24,9.44
148310,5,34.57,10.36,33.09
148311,5,17.19,7.05,22.88
148312,14,14.88,8.57,25.19
148313,10,24.44,4.74,19.39
148314,2,29.63,8.67,23.7
148315,0,26.57,4.08,12.11
148316,5,24.72,8.91,25.58
148317,6,26.17,5.46,17.74
148318,5,16.33,7.23,20.8
148319,13,25.91,10.29,30.32
148320,1,41.89,4.88,17.45
148321,3,22.56,3.49,6.25
148322,2,22.66,2.65,13.94
148323,4,12.55,7.98,18.39
148324,7,29.55,7.04,15.83
148325,1,26.71,7.98,18.6
148326,6,16.77,3.11,21.46
148327,6,21.48,3.69,15.31
148328,6,8.93,2.8,5.3
148329,0,17.15,3.02,11.48
148330,6,59.01,5.88,19.65
148331,4,21.52,4.68,12.36
148332,4,34.13,8.83,24.66
148333,4,24.59,7.78,26.54
148334,8,31.03,10.2,29.28
148335,6,43.53,1.62,11.95
148336,3,25.83,4.46,17.78
148337,6,0.0,5.67,0.0
148338,5,34.84,4.19,9.96
148340,3,22.87,3.6,4.5
148341,5,14.85,3.64,6.71
148342,1,20.46,7.9,15.65
148343,1,3.38,2.72,2.15
148344,6,5.92,5.29,12.16
148348,6,29.51,5.0,17.51
148350,4,27.63,0.09,6.52
148351,0,22.11,1.73,0.0
148352,6,32.28,9.66,11.26
148353,3,19.07,7.13,18.96
148354,7,46.63,7.81,41.61
148355,8,52.6,8.55,19.55
148356,11,25.94,6.65,26.18
148357,7,43.46,7.02,25.22
148358,7,18.13,7.13,33.94
148359,7,35.74,8.48,27.71
148360,1,37.19,4.78,21.3
148361,7,16.38,11.87,39.25
148362,7,32.28,5.9,20.54
148364,0,31.84,10.76,35.83
148365,12,32.29,6.96,31.83
148366,4,33.6,13.55,35.6
148367,9,24.84,6.67,29.78
148368,5,39.56,11.46,33.31
148369,15,31.73,13.43,42.45
148371,9,30.96,4.42,18.68
148372,13,52.02,13.39,34.07
148373,9,40.62,8.33,26.54
148374,15,42.54,7.86,32.3
148375,10,35.29,13.3,33.57
148376,13,36.94,8.5,21.72
148378,8,35.51,7.38,20.15
148379,7,21.44,6.58,17.35
148380,9,42.61,9.32,36.15
148381,12,51.96,11.19,31.76
148382,11,55.68,9.96,25.45
148383,9,36.07,7.48,27.25
148384,6,34.38,2.73,23.89
148385,6,25.79,1.51,1.9
148386,4,18.26,6.38,23.04
148387,4,51.11,4.9,19.97
148388,4,26.33,4.94,15.43
148389,6,35.73,6.68,19.94
148390,8,22.0,6.02,21.67
148391,5,25.75,7.24,21.92
