company_id,industry,company_size,num_employees,annual_revenue_usd_millions,company_founding_year,company_age,company_age_group,country,region
COMP-08654,Healthcare,SME,578,99.06,2006,19,16-30 years,Thailand,Asia
COMP-08654,Healthcare,SME,578,99.06,2006,20,16-30 years,Thailand,Asia
COMP-08655,Manufacturing,Startup,50,3.2,2005,18,16-30 years,Malaysia,Asia
COMP-08655,Manufacturing,Startup,50,3.2,2005,19,16-30 years,Malaysia,Asia
COMP-08655,Manufacturing,Startup,50,3.2,2005,20,16-30 years,Malaysia,Asia
COMP-08655,Manufacturing,Startup,50,3.2,2005,21,16-30 years,Malaysia,Asia
COMP-08656,Agriculture,SME,287,263.43,2022,1,0-5 years,Netherlands,Europe
COMP-08656,Agriculture,SME,287,263.43,2022,2,0-5 years,Netherlands,Europe
COMP-08656,Agriculture,SME,287,263.43,2022,3,0-5 years,Netherlands,Europe
COMP-08656,Agriculture,SME,287,263.43,2022,4,0-5 years,Netherlands,Europe
COMP-08657,Retail,SME,590,399.14,2014,9,6-15 years,Vietnam,Asia
COMP-08657,Retail,SME,590,399.14,2014,10,6-15 years,Vietnam,Asia
COMP-08657,Retail,SME,590,399.14,2014,11,6-15 years,Vietnam,Asia
COMP-08657,Retail,SME,590,399.14,2014,12,6-15 years,Vietnam,Asia
COMP-08658,Finance,SME,690,52.49,1993,30,16-30 years,South Korea,Asia
COMP-08658,Finance,SME,690,52.49,1993,31,30+ years,South Korea,Asia
COMP-08658,Finance,SME,690,52.49,1993,32,30+ years,South Korea,Asia
COMP-08658,Finance,SME,690,52.49,1993,33,30+ years,South Korea,Asia
COMP-08659,Finance,Startup,87,42.34,2018,5,0-5 years,France,Europe
COMP-08659,Finance,Startup,87,42.34,2018,6,6-15 years,France,Europe
COMP-08659,Finance,Startup,87,42.34,2018,7,6-15 years,France,Europe
COMP-08659,Finance,Startup,87,42.34,2018,8,6-15 years,France,Europe
COMP-08660,Consulting,SME,716,362.12,2002,21,16-30 years,Japan,Asia
COMP-08660,Consulting,SME,716,362.12,2002,22,16-30 years,Japan,Asia
COMP-08660,Consulting,SME,716,362.12,2002,23,16-30 years,Japan,Asia
COMP-08660,Consulting,SME,716,362.12,2002,24,16-30 years,Japan,Asia
COMP-08661,Technology,Startup,52,5.56,2022,1,0-5 years,Japan,Asia
COMP-08661,Technology,Startup,52,5.56,2022,2,0-5 years,Japan,Asia
COMP-08661,Technology,Startup,52,5.56,2022,3,0-5 years,Japan,Asia
COMP-08661,Technology,Startup,52,5.56,2022,4,0-5 years,Japan,Asia
COMP-08662,Education,Startup,60,43.09,2012,11,6-15 years,New Zealand,Oceania
COMP-08662,Education,Startup,60,43.09,2012,12,6-15 years,New Zealand,Oceania
COMP-08662,Education,Startup,60,43.09,2012,13,6-15 years,New Zealand,Oceania
COMP-08662,Education,Startup,60,43.09,2012,14,6-15 years,New Zealand,Oceania
COMP-08663,Education,SME,299,296.9,1992,31,30+ years,USA,North America
COMP-08663,Education,SME,299,296.9,1992,32,30+ years,USA,North America
COMP-08663,Education,SME,299,296.9,1992,33,30+ years,USA,North America
COMP-08663,Education,SME,299,296.9,1992,34,30+ years,USA,North America
COMP-08664,Education,Startup,67,7.83,2010,13,6-15 years,Germany,Europe
COMP-08664,Education,Startup,67,7.83,2010,14,6-15 years,Germany,Europe
COMP-08664,Education,Startup,67,7.83,2010,15,6-15 years,Germany,Europe
COMP-08664,Education,Startup,67,7.83,2010,16,16-30 years,Germany,Europe
COMP-08665,Manufacturing,Enterprise,15786,3202.97,2019,4,0-5 years,UK,Europe
COMP-08665,Manufacturing,Enterprise,15786,3202.97,2019,5,0-5 years,UK,Europe
COMP-08665,Manufacturing,Enterprise,15786,3202.97,2019,6,6-15 years,UK,Europe
COMP-08665,Manufacturing,Enterprise,15786,3202.97,2019,7,6-15 years,UK,Europe
COMP-08666,Finance,SME,756,378.18,1998,25,16-30 years,Nigeria,Africa
COMP-08666,Finance,SME,756,378.18,1998,26,16-30 years,Nigeria,Africa
COMP-08666,Finance,SME,756,378.18,1998,27,16-30 years,Nigeria,Africa
COMP-08666,Finance,SME,756,378.18,1998,28,16-30 years,Nigeria,Africa
COMP-08667,Manufacturing,SME,998,124.66,2003,20,16-30 years,Egypt,Africa
COMP-08667,Manufacturing,SME,998,124.66,2003,21,16-30 years,Egypt,Africa
COMP-08667,Manufacturing,SME,998,124.66,2003,22,16-30 years,Egypt,Africa
COMP-08667,Manufacturing,SME,998,124.66,2003,23,16-30 years,Egypt,Africa
COMP-08668,Education,SME,790,165.81,1994,29,16-30 years,Vietnam,Asia
COMP-08668,Education,SME,790,165.81,1994,30,16-30 years,Vietnam,Asia
COMP-08668,Education,SME,790,165.81,1994,31,30+ years,Vietnam,Asia
COMP-08668,Education,SME,790,165.81,1994,32,30+ years,Vietnam,Asia
COMP-08669,Agriculture,Enterprise,2248,5867.07,2008,15,6-15 years,USA,North America
COMP-08669,Agriculture,Enterprise,2248,5867.07,2008,16,16-30 years,USA,North America
COMP-08669,Agriculture,Enterprise,2248,5867.07,2008,17,16-30 years,USA,North America
COMP-08669,Agriculture,Enterprise,2248,5867.07,2008,18,16-30 years,USA,North America
COMP-08670,Education,SME,408,403.79,1990,33,30+ years,New Zealand,Oceania
COMP-08670,Education,SME,408,403.79,1990,34,30+ years,New Zealand,Oceania
COMP-08670,Education,SME,408,403.79,1990,35,30+ years,New Zealand,Oceania
COMP-08670,Education,SME,408,403.79,1990,36,30+ years,New Zealand,Oceania
COMP-08671,Retail,SME,772,394.14,2022,1,0-5 years,Egypt,Africa
COMP-08671,Retail,SME,772,394.14,2022,2,0-5 years,Egypt,Africa
COMP-08671,Retail,SME,772,394.14,2022,3,0-5 years,Egypt,Africa
COMP-08671,Retail,SME,772,394.14,2022,4,0-5 years,Egypt,Africa
COMP-08672,Consulting,Startup,77,39.65,2001,22,16-30 years,UK,Europe
COMP-08672,Consulting,Startup,77,39.65,2001,23,16-30 years,UK,Europe
COMP-08672,Consulting,Startup,77,39.65,2001,24,16-30 years,UK,Europe
COMP-08672,Consulting,Startup,77,39.65,2001,25,16-30 years,UK,Europe
COMP-08673,Technology,SME,317,377.64,2005,18,16-30 years,Spain,Europe
COMP-08673,Technology,SME,317,377.64,2005,19,16-30 years,Spain,Europe
COMP-08673,Technology,SME,317,377.64,2005,20,16-30 years,Spain,Europe
COMP-08673,Technology,SME,317,377.64,2005,21,16-30 years,Spain,Europe
COMP-08674,Retail,Startup,75,32.69,2009,14,6-15 years,Thailand,Asia
COMP-08674,Retail,Startup,75,32.69,2009,15,6-15 years,Thailand,Asia
COMP-08674,Retail,Startup,75,32.69,2009,16,16-30 years,Thailand,Asia
COMP-08674,Retail,Startup,75,32.69,2009,17,16-30 years,Thailand,Asia
COMP-08675,Finance,SME,712,129.55,2010,13,6-15 years,Australia,Oceania
COMP-08675,Finance,SME,712,129.55,2010,14,6-15 years,Australia,Oceania
COMP-08675,Finance,SME,712,129.55,2010,15,6-15 years,Australia,Oceania
COMP-08675,Finance,SME,712,129.55,2010,16,16-30 years,Australia,Oceania
COMP-08676,Finance,Startup,77,37.76,2011,12,6-15 years,Chile,South America
COMP-08676,Finance,Startup,77,37.76,2011,13,6-15 years,Chile,South America
COMP-08676,Finance,Startup,77,37.76,2011,14,6-15 years,Chile,South America
COMP-08676,Finance,Startup,77,37.76,2011,15,6-15 years,Chile,South America
COMP-08677,Manufacturing,Enterprise,7091,7190.49,2007,16,16-30 years,South Korea,Asia
COMP-08677,Manufacturing,Enterprise,7091,7190.49,2007,17,16-30 years,South Korea,Asia
COMP-08677,Manufacturing,Enterprise,7091,7190.49,2007,18,16-30 years,South Korea,Asia
COMP-08677,Manufacturing,Enterprise,7091,7190.49,2007,19,16-30 years,South Korea,Asia
COMP-08678,Education,SME,828,198.74,1995,28,16-30 years,Singapore,Asia
COMP-08678,Education,SME,828,198.74,1995,29,16-30 years,Singapore,Asia
COMP-08678,Education,SME,828,198.74,1995,30,16-30 years,Singapore,Asia
COMP-08678,Education,SME,828,198.74,1995,31,30+ years,Singapore,Asia
COMP-08679,Consulting,Startup,36,25.64,2011,12,6-15 years,India,Asia
COMP-08679,Consulting,Startup,36,25.64,2011,13,6-15 years,India,Asia
COMP-08679,Consulting,Startup,36,25.64,2011,14,6-15 years,India,Asia
COMP-08679,Consulting,Startup,36,25.64,2011,15,6-15 years,India,Asia
COMP-08680,Technology,SME,738,86.89,2008,15,6-15 years,Singapore,Asia
COMP-08680,Technology,SME,738,86.89,2008,16,16-30 years,Singapore,Asia
COMP-08680,Technology,SME,738,86.89,2008,17,16-30 years,Singapore,Asia
COMP-08680,Technology,SME,738,86.89,2008,18,16-30 years,Singapore,Asia
COMP-08681,Manufacturing,SME,867,434.81,2016,7,6-15 years,Vietnam,Asia
COMP-08681,Manufacturing,SME,867,434.81,2016,8,6-15 years,Vietnam,Asia
COMP-08681,Manufacturing,SME,867,434.81,2016,9,6-15 years,Vietnam,Asia
COMP-08681,Manufacturing,SME,867,434.81,2016,10,6-15 years,Vietnam,Asia
COMP-08682,Agriculture,Enterprise,19183,1471.6,2005,18,16-30 years,Sweden,Europe
COMP-08682,Agriculture,Enterprise,19183,1471.6,2005,19,16-30 years,Sweden,Europe
COMP-08682,Agriculture,Enterprise,19183,1471.6,2005,20,16-30 years,Sweden,Europe
COMP-08682,Agriculture,Enterprise,19183,1471.6,2005,21,16-30 years,Sweden,Europe
COMP-08683,Healthcare,SME,753,316.8,2015,8,6-15 years,USA,North America
COMP-08683,Healthcare,SME,753,316.8,2015,9,6-15 years,USA,North America
COMP-08683,Healthcare,SME,753,316.8,2015,10,6-15 years,USA,North America
COMP-08683,Healthcare,SME,753,316.8,2015,11,6-15 years,USA,North America
COMP-08684,Agriculture,SME,385,89.03,2009,14,6-15 years,Colombia,South America
COMP-08684,Agriculture,SME,385,89.03,2009,15,6-15 years,Colombia,South America
COMP-08684,Agriculture,SME,385,89.03,2009,16,16-30 years,Colombia,South America
COMP-08684,Agriculture,SME,385,89.03,2009,17,16-30 years,Colombia,South America
COMP-08685,Technology,Startup,51,24.67,2001,22,16-30 years,Nigeria,Africa
COMP-08685,Technology,Startup,51,24.67,2001,23,16-30 years,Nigeria,Africa
COMP-08685,Technology,Startup,51,24.67,2001,24,16-30 years,Nigeria,Africa
COMP-08685,Technology,Startup,51,24.67,2001,25,16-30 years,Nigeria,Africa
COMP-08686,Education,Enterprise,7590,1912.8,1999,24,16-30 years,UK,Europe
COMP-08686,Education,Enterprise,7590,1912.8,1999,25,16-30 years,UK,Europe
COMP-08686,Education,Enterprise,7590,1912.8,1999,26,16-30 years,UK,Europe
COMP-08686,Education,Enterprise,7590,1912.8,1999,27,16-30 years,UK,Europe
COMP-08687,Healthcare,Startup,59,31.19,2003,20,16-30 years,Canada,North America
COMP-08687,Healthcare,Startup,59,31.19,2003,21,16-30 years,Canada,North America
COMP-08687,Healthcare,Startup,59,31.19,2003,22,16-30 years,Canada,North America
COMP-08687,Healthcare,Startup,59,31.19,2003,23,16-30 years,Canada,North America
COMP-08688,Education,SME,104,226.13,1998,25,16-30 years,Singapore,Asia
COMP-08688,Education,SME,104,226.13,1998,26,16-30 years,Singapore,Asia
COMP-08688,Education,SME,104,226.13,1998,27,16-30 years,Singapore,Asia
COMP-08688,Education,SME,104,226.13,1998,28,16-30 years,Singapore,Asia
COMP-08689,Education,Startup,91,20.96,1999,24,16-30 years,France,Europe
COMP-08689,Education,Startup,91,20.96,1999,25,16-30 years,France,Europe
COMP-08689,Education,Startup,91,20.96,1999,26,16-30 years,France,Europe
COMP-08689,Education,Startup,91,20.96,1999,27,16-30 years,France,Europe
COMP-08690,Education,SME,581,116.86,1990,33,30+ years,Malaysia,Asia
COMP-08690,Education,SME,581,116.86,1990,34,30+ years,Malaysia,Asia
COMP-08690,Education,SME,581,116.86,1990,35,30+ years,Malaysia,Asia
COMP-08690,Education,SME,581,116.86,1990,36,30+ years,Malaysia,Asia
COMP-08691,Manufacturing,Enterprise,15838,7751.22,2011,12,6-15 years,Spain,Europe
COMP-08691,Manufacturing,Enterprise,15838,7751.22,2011,13,6-15 years,Spain,Europe
COMP-08691,Manufacturing,Enterprise,15838,7751.22,2011,14,6-15 years,Spain,Europe
COMP-08691,Manufacturing,Enterprise,15838,7751.22,2011,15,6-15 years,Spain,Europe
COMP-08692,Manufacturing,SME,347,304.22,1998,25,16-30 years,Italy,Europe
COMP-08692,Manufacturing,SME,347,304.22,1998,26,16-30 years,Italy,Europe
COMP-08692,Manufacturing,SME,347,304.22,1998,27,16-30 years,Italy,Europe
COMP-08692,Manufacturing,SME,347,304.22,1998,28,16-30 years,Italy,Europe
COMP-08693,Finance,Startup,85,9.23,1993,30,16-30 years,Vietnam,Asia
COMP-08693,Finance,Startup,85,9.23,1993,31,30+ years,Vietnam,Asia
COMP-08693,Finance,Startup,85,9.23,1993,32,30+ years,Vietnam,Asia
COMP-08693,Finance,Startup,85,9.23,1993,33,30+ years,Vietnam,Asia
COMP-08694,Manufacturing,Startup,19,25.05,1990,33,30+ years,Germany,Europe
COMP-08694,Manufacturing,Startup,19,25.05,1990,34,30+ years,Germany,Europe
COMP-08694,Manufacturing,Startup,19,25.05,1990,35,30+ years,Germany,Europe
COMP-08694,Manufacturing,Startup,19,25.05,1990,36,30+ years,Germany,Europe
COMP-08695,Healthcare,Startup,91,21.66,2020,3,0-5 years,Indonesia,Asia
COMP-08695,Healthcare,Startup,91,21.66,2020,4,0-5 years,Indonesia,Asia
COMP-08695,Healthcare,Startup,91,21.66,2020,5,0-5 years,Indonesia,Asia
COMP-08695,Healthcare,Startup,91,21.66,2020,6,6-15 years,Indonesia,Asia
COMP-08696,Consulting,SME,205,307.55,2019,4,0-5 years,Chile,South America
COMP-08696,Consulting,SME,205,307.55,2019,5,0-5 years,Chile,South America
COMP-08696,Consulting,SME,205,307.55,2019,6,6-15 years,Chile,South America
COMP-08696,Consulting,SME,205,307.55,2019,7,6-15 years,Chile,South America
COMP-08697,Technology,Startup,35,13.38,2020,3,0-5 years,Spain,Europe
COMP-08697,Technology,Startup,35,13.38,2020,4,0-5 years,Spain,Europe
COMP-08697,Technology,Startup,35,13.38,2020,5,0-5 years,Spain,Europe
COMP-08697,Technology,Startup,35,13.38,2020,6,6-15 years,Spain,Europe
COMP-08698,Consulting,SME,437,331.13,2006,17,16-30 years,Egypt,Africa
COMP-08698,Consulting,SME,437,331.13,2006,18,16-30 years,Egypt,Africa
COMP-08698,Consulting,SME,437,331.13,2006,19,16-30 years,Egypt,Africa
COMP-08698,Consulting,SME,437,331.13,2006,20,16-30 years,Egypt,Africa
COMP-08699,Technology,SME,333,124.93,1996,27,16-30 years,Singapore,Asia
COMP-08699,Technology,SME,333,124.93,1996,28,16-30 years,Singapore,Asia
COMP-08699,Technology,SME,333,124.93,1996,29,16-30 years,Singapore,Asia
COMP-08699,Technology,SME,333,124.93,1996,30,16-30 years,Singapore,Asia
COMP-08700,Technology,SME,356,303.48,2008,15,6-15 years,Japan,Asia
COMP-08700,Technology,SME,356,303.48,2008,16,16-30 years,Japan,Asia
COMP-08700,Technology,SME,356,303.48,2008,17,16-30 years,Japan,Asia
COMP-08700,Technology,SME,356,303.48,2008,18,16-30 years,Japan,Asia
COMP-08701,Agriculture,SME,948,314.5,1998,25,16-30 years,Malaysia,Asia
COMP-08701,Agriculture,SME,948,314.5,1998,26,16-30 years,Malaysia,Asia
COMP-08701,Agriculture,SME,948,314.5,1998,27,16-30 years,Malaysia,Asia
COMP-08701,Agriculture,SME,948,314.5,1998,28,16-30 years,Malaysia,Asia
COMP-08702,Technology,Startup,68,24.08,2016,7,6-15 years,Brazil,South America
COMP-08702,Technology,Startup,68,24.08,2016,8,6-15 years,Brazil,South America
COMP-08702,Technology,Startup,68,24.08,2016,9,6-15 years,Brazil,South America
COMP-08702,Technology,Startup,68,24.08,2016,10,6-15 years,Brazil,South America
COMP-08703,Retail,Enterprise,4775,7234.87,2020,3,0-5 years,Malaysia,Asia
COMP-08703,Retail,Enterprise,4775,7234.87,2020,4,0-5 years,Malaysia,Asia
COMP-08703,Retail,Enterprise,4775,7234.87,2020,5,0-5 years,Malaysia,Asia
COMP-08703,Retail,Enterprise,4775,7234.87,2020,6,6-15 years,Malaysia,Asia
COMP-08704,Retail,Startup,77,46.72,2020,3,0-5 years,Australia,Oceania
COMP-08704,Retail,Startup,77,46.72,2020,4,0-5 years,Australia,Oceania
COMP-08704,Retail,Startup,77,46.72,2020,5,0-5 years,Australia,Oceania
COMP-08704,Retail,Startup,77,46.72,2020,6,6-15 years,Australia,Oceania
COMP-08705,Finance,SME,221,182.48,1993,30,16-30 years,Poland,Europe
COMP-08705,Finance,SME,221,182.48,1993,31,30+ years,Poland,Europe
COMP-08705,Finance,SME,221,182.48,1993,32,30+ years,Poland,Europe
COMP-08705,Finance,SME,221,182.48,1993,33,30+ years,Poland,Europe
COMP-08706,Agriculture,SME,972,159.9,2001,22,16-30 years,China,Asia
COMP-08706,Agriculture,SME,972,159.9,2001,23,16-30 years,China,Asia
COMP-08706,Agriculture,SME,972,159.9,2001,24,16-30 years,China,Asia
COMP-08706,Agriculture,SME,972,159.9,2001,25,16-30 years,China,Asia
COMP-08707,Retail,Startup,90,14.42,2003,20,16-30 years,South Korea,Asia
COMP-08707,Retail,Startup,90,14.42,2003,21,16-30 years,South Korea,Asia
COMP-08707,Retail,Startup,90,14.42,2003,22,16-30 years,South Korea,Asia
COMP-08707,Retail,Startup,90,14.42,2003,23,16-30 years,South Korea,Asia
COMP-08708,Consulting,SME,289,149.86,1992,31,30+ years,Poland,Europe
COMP-08708,Consulting,SME,289,149.86,1992,32,30+ years,Poland,Europe
COMP-08708,Consulting,SME,289,149.86,1992,33,30+ years,Poland,Europe
COMP-08708,Consulting,SME,289,149.86,1992,34,30+ years,Poland,Europe
COMP-08709,Technology,SME,433,377.01,1995,28,16-30 years,Spain,Europe
COMP-08709,Technology,SME,433,377.01,1995,29,16-30 years,Spain,Europe
COMP-08709,Technology,SME,433,377.01,1995,30,16-30 years,Spain,Europe
COMP-08709,Technology,SME,433,377.01,1995,31,30+ years,Spain,Europe
COMP-08710,Agriculture,SME,832,115.05,1999,24,16-30 years,Egypt,Africa
COMP-08710,Agriculture,SME,832,115.05,1999,25,16-30 years,Egypt,Africa
COMP-08710,Agriculture,SME,832,115.05,1999,26,16-30 years,Egypt,Africa
COMP-08710,Agriculture,SME,832,115.05,1999,27,16-30 years,Egypt,Africa
COMP-08711,Retail,Startup,55,7.94,1993,30,16-30 years,USA,North America
COMP-08711,Retail,Startup,55,7.94,1993,31,30+ years,USA,North America
COMP-08711,Retail,Startup,55,7.94,1993,32,30+ years,USA,North America
COMP-08711,Retail,Startup,55,7.94,1993,33,30+ years,USA,North America
COMP-08712,Technology,Startup,40,40.78,1991,32,30+ years,France,Europe
COMP-08712,Technology,Startup,40,40.78,1991,33,30+ years,France,Europe
COMP-08712,Technology,Startup,40,40.78,1991,34,30+ years,France,Europe
COMP-08712,Technology,Startup,40,40.78,1991,35,30+ years,France,Europe
COMP-08713,Manufacturing,SME,852,461.0,2014,9,6-15 years,South Africa,Africa
COMP-08713,Manufacturing,SME,852,461.0,2014,10,6-15 years,South Africa,Africa
COMP-08713,Manufacturing,SME,852,461.0,2014,11,6-15 years,South Africa,Africa
COMP-08713,Manufacturing,SME,852,461.0,2014,12,6-15 years,South Africa,Africa
COMP-08714,Retail,SME,429,440.47,1992,31,30+ years,Egypt,Africa
COMP-08714,Retail,SME,429,440.47,1992,32,30+ years,Egypt,Africa
COMP-08714,Retail,SME,429,440.47,1992,33,30+ years,Egypt,Africa
COMP-08714,Retail,SME,429,440.47,1992,34,30+ years,Egypt,Africa
COMP-08715,Technology,SME,821,145.05,2022,1,0-5 years,Indonesia,Asia
COMP-08715,Technology,SME,821,145.05,2022,2,0-5 years,Indonesia,Asia
COMP-08715,Technology,SME,821,145.05,2022,3,0-5 years,Indonesia,Asia
COMP-08715,Technology,SME,821,145.05,2022,4,0-5 years,Indonesia,Asia
COMP-08716,Healthcare,SME,389,499.32,2020,3,0-5 years,Netherlands,Europe
COMP-08716,Healthcare,SME,389,499.32,2020,4,0-5 years,Netherlands,Europe
COMP-08716,Healthcare,SME,389,499.32,2020,5,0-5 years,Netherlands,Europe
COMP-08716,Healthcare,SME,389,499.32,2020,6,6-15 years,Netherlands,Europe
COMP-08717,Manufacturing,SME,724,339.33,2002,21,16-30 years,France,Europe
COMP-08717,Manufacturing,SME,724,339.33,2002,22,16-30 years,France,Europe
COMP-08717,Manufacturing,SME,724,339.33,2002,23,16-30 years,France,Europe
COMP-08717,Manufacturing,SME,724,339.33,2002,24,16-30 years,France,Europe
COMP-08718,Education,Startup,41,7.86,1993,30,16-30 years,Vietnam,Asia
COMP-08718,Education,Startup,41,7.86,1993,31,30+ years,Vietnam,Asia
COMP-08718,Education,Startup,41,7.86,1993,32,30+ years,Vietnam,Asia
COMP-08718,Education,Startup,41,7.86,1993,33,30+ years,Vietnam,Asia
COMP-08719,Healthcare,SME,717,217.83,2018,5,0-5 years,Colombia,South America
COMP-08719,Healthcare,SME,717,217.83,2018,6,6-15 years,Colombia,South America
COMP-08719,Healthcare,SME,717,217.83,2018,7,6-15 years,Colombia,South America
COMP-08719,Healthcare,SME,717,217.83,2018,8,6-15 years,Colombia,South America
COMP-08720,Finance,Startup,20,1.91,2017,6,6-15 years,Philippines,Asia
COMP-08720,Finance,Startup,20,1.91,2017,7,6-15 years,Philippines,Asia
COMP-08720,Finance,Startup,20,1.91,2017,8,6-15 years,Philippines,Asia
COMP-08720,Finance,Startup,20,1.91,2017,9,6-15 years,Philippines,Asia
COMP-08721,Logistics,Startup,31,14.69,1995,28,16-30 years,China,Asia
COMP-08721,Logistics,Startup,31,14.69,1995,29,16-30 years,China,Asia
COMP-08721,Logistics,Startup,31,14.69,1995,30,16-30 years,China,Asia
COMP-08721,Logistics,Startup,31,14.69,1995,31,30+ years,China,Asia
COMP-08722,Consulting,SME,134,345.25,2011,12,6-15 years,Brazil,South America
COMP-08722,Consulting,SME,134,345.25,2011,13,6-15 years,Brazil,South America
COMP-08722,Consulting,SME,134,345.25,2011,14,6-15 years,Brazil,South America
COMP-08722,Consulting,SME,134,345.25,2011,15,6-15 years,Brazil,South America
COMP-08723,Finance,Enterprise,17820,9316.84,2000,23,16-30 years,Spain,Europe
COMP-08723,Finance,Enterprise,17820,9316.84,2000,24,16-30 years,Spain,Europe
COMP-08723,Finance,Enterprise,17820,9316.84,2000,25,16-30 years,Spain,Europe
COMP-08723,Finance,Enterprise,17820,9316.84,2000,26,16-30 years,Spain,Europe
COMP-08724,Finance,Startup,48,32.92,2014,9,6-15 years,Egypt,Africa
COMP-08724,Finance,Startup,48,32.92,2014,10,6-15 years,Egypt,Africa
COMP-08724,Finance,Startup,48,32.92,2014,11,6-15 years,Egypt,Africa
COMP-08724,Finance,Startup,48,32.92,2014,12,6-15 years,Egypt,Africa
COMP-08725,Consulting,Startup,39,5.18,2022,1,0-5 years,Thailand,Asia
COMP-08725,Consulting,Startup,39,5.18,2022,2,0-5 years,Thailand,Asia
COMP-08725,Consulting,Startup,39,5.18,2022,3,0-5 years,Thailand,Asia
COMP-08725,Consulting,Startup,39,5.18,2022,4,0-5 years,Thailand,Asia
COMP-08726,Healthcare,SME,332,424.91,2018,5,0-5 years,Thailand,Asia
COMP-08726,Healthcare,SME,332,424.91,2018,6,6-15 years,Thailand,Asia
COMP-08726,Healthcare,SME,332,424.91,2018,7,6-15 years,Thailand,Asia
COMP-08726,Healthcare,SME,332,424.91,2018,8,6-15 years,Thailand,Asia
COMP-08727,Finance,SME,206,112.49,1999,24,16-30 years,Japan,Asia
COMP-08727,Finance,SME,206,112.49,1999,25,16-30 years,Japan,Asia
COMP-08727,Finance,SME,206,112.49,1999,26,16-30 years,Japan,Asia
COMP-08727,Finance,SME,206,112.49,1999,27,16-30 years,Japan,Asia
COMP-08728,Technology,SME,227,365.56,2021,2,0-5 years,Sweden,Europe
COMP-08728,Technology,SME,227,365.56,2021,3,0-5 years,Sweden,Europe
COMP-08728,Technology,SME,227,365.56,2021,4,0-5 years,Sweden,Europe
COMP-08728,Technology,SME,227,365.56,2021,5,0-5 years,Sweden,Europe
COMP-08729,Healthcare,SME,281,414.6,1995,28,16-30 years,Egypt,Africa
COMP-08729,Healthcare,SME,281,414.6,1995,29,16-30 years,Egypt,Africa
COMP-08729,Healthcare,SME,281,414.6,1995,30,16-30 years,Egypt,Africa
COMP-08729,Healthcare,SME,281,414.6,1995,31,30+ years,Egypt,Africa
COMP-08730,Retail,Startup,45,1.88,2018,5,0-5 years,Netherlands,Europe
COMP-08730,Retail,Startup,45,1.88,2018,6,6-15 years,Netherlands,Europe
COMP-08730,Retail,Startup,45,1.88,2018,7,6-15 years,Netherlands,Europe
COMP-08730,Retail,Startup,45,1.88,2018,8,6-15 years,Netherlands,Europe
COMP-08731,Agriculture,Startup,87,4.5,2011,12,6-15 years,Brazil,South America
COMP-08731,Agriculture,Startup,87,4.5,2011,13,6-15 years,Brazil,South America
COMP-08731,Agriculture,Startup,87,4.5,2011,14,6-15 years,Brazil,South America
COMP-08731,Agriculture,Startup,87,4.5,2011,15,6-15 years,Brazil,South America
COMP-08732,Manufacturing,SME,815,88.64,1994,29,16-30 years,Brazil,South America
COMP-08732,Manufacturing,SME,815,88.64,1994,30,16-30 years,Brazil,South America
COMP-08732,Manufacturing,SME,815,88.64,1994,31,30+ years,Brazil,South America
COMP-08732,Manufacturing,SME,815,88.64,1994,32,30+ years,Brazil,South America
COMP-08733,Technology,SME,989,62.24,1990,33,30+ years,Italy,Europe
COMP-08733,Technology,SME,989,62.24,1990,34,30+ years,Italy,Europe
COMP-08733,Technology,SME,989,62.24,1990,35,30+ years,Italy,Europe
COMP-08733,Technology,SME,989,62.24,1990,36,30+ years,Italy,Europe
COMP-08734,Agriculture,Enterprise,4529,4919.46,2005,18,16-30 years,Malaysia,Asia
COMP-08734,Agriculture,Enterprise,4529,4919.46,2005,19,16-30 years,Malaysia,Asia
COMP-08734,Agriculture,Enterprise,4529,4919.46,2005,20,16-30 years,Malaysia,Asia
COMP-08734,Agriculture,Enterprise,4529,4919.46,2005,21,16-30 years,Malaysia,Asia
COMP-08735,Technology,Startup,16,13.17,2015,8,6-15 years,USA,North America
COMP-08735,Technology,Startup,16,13.17,2015,9,6-15 years,USA,North America
COMP-08735,Technology,Startup,16,13.17,2015,10,6-15 years,USA,North America
COMP-08735,Technology,Startup,16,13.17,2015,11,6-15 years,USA,North America
COMP-08736,Healthcare,Enterprise,11390,9114.91,2020,3,0-5 years,Australia,Oceania
COMP-08736,Healthcare,Enterprise,11390,9114.91,2020,4,0-5 years,Australia,Oceania
COMP-08736,Healthcare,Enterprise,11390,9114.91,2020,5,0-5 years,Australia,Oceania
COMP-08736,Healthcare,Enterprise,11390,9114.91,2020,6,6-15 years,Australia,Oceania
COMP-08737,Finance,SME,481,235.16,1992,31,30+ years,UK,Europe
COMP-08737,Finance,SME,481,235.16,1992,32,30+ years,UK,Europe
COMP-08737,Finance,SME,481,235.16,1992,33,30+ years,UK,Europe
COMP-08737,Finance,SME,481,235.16,1992,34,30+ years,UK,Europe
COMP-08738,Retail,SME,298,298.29,1996,27,16-30 years,Brazil,South America
COMP-08738,Retail,SME,298,298.29,1996,28,16-30 years,Brazil,South America
COMP-08738,Retail,SME,298,298.29,1996,29,16-30 years,Brazil,South America
COMP-08738,Retail,SME,298,298.29,1996,30,16-30 years,Brazil,South America
COMP-08739,Logistics,Startup,59,14.4,2010,13,6-15 years,UK,Europe
COMP-08739,Logistics,Startup,59,14.4,2010,14,6-15 years,UK,Europe
