response_id,company_id,survey_year,quarter,ai_training_hours,ai_maturity_score,ai_failure_rate,ai_risk_management_score
59059,COMP-03692,2023,Q3,32.9,0.373,29.39,69
59060,COMP-03692,2023,Q4,40.86,0.563,23.0,55
59061,COMP-03692,2024,Q1,18.93,0.313,22.96,60
59062,COMP-03692,2024,Q2,23.05,0.353,17.01,67
59063,COMP-03692,2024,Q3,31.29,0.255,29.44,62
59064,COMP-03692,2024,Q4,27.69,0.385,25.66,55
59065,COMP-03692,2025,Q1,38.4,0.448,22.57,76
59066,COMP-03692,2025,Q2,26.29,0.327,18.72,47
59067,COMP-03692,2025,Q3,14.49,0.258,18.96,61
59068,COMP-03692,2025,Q4,32.29,0.402,24.84,66
59069,COMP-03692,2026,Q1,42.66,0.484,20.04,60
59070,COMP-03692,2026,Q2,38.07,0.46,17.21,56
59071,COMP-03692,2026,Q3,35.41,0.302,15.3,65
59072,COMP-03692,2026,Q4,39.94,0.485,20.05,61
59074,COMP-03693,2023,Q2,39.14,0.33,12.55,42
59075,COMP-03693,2023,Q3,38.52,0.393,27.02,55
59076,COMP-03693,2023,Q4,11.11,0.227,36.04,67
59077,COMP-03693,2024,Q1,17.42,0.381,33.31,63
59078,COMP-03693,2024,Q2,43.25,0.472,23.88,70
59079,COMP-03693,2024,Q3,45.77,0.575,16.22,64
59080,COMP-03693,2024,Q4,40.81,0.598,14.41,77
59081,COMP-03693,2025,Q1,48.54,0.527,17.78,81
59082,COMP-03693,2025,Q2,44.42,0.496,13.31,64
59083,COMP-03693,2025,Q3,38.44,0.487,14.29,70
59084,COMP-03693,2025,Q4,30.47,0.405,26.29,44
59085,COMP-03693,2026,Q1,16.19,0.326,26.15,74
59086,COMP-03693,2026,Q2,28.22,0.288,31.42,54
59087,COMP-03693,2026,Q3,36.59,0.505,21.71,61
59088,COMP-03693,2026,Q4,51.47,0.623,14.86,90
59089,COMP-03694,2023,Q1,36.3,0.381,14.96,69
59090,COMP-03694,2023,Q2,27.88,0.393,23.79,76
59091,COMP-03694,2023,Q3,10.9,0.13,37.74,41
59092,COMP-03694,2023,Q4,7.35,0.311,34.23,65
59093,COMP-03694,2024,Q1,37.72,0.402,18.68,67
59094,COMP-03694,2024,Q2,19.51,0.269,25.66,57
59095,COMP-03694,2024,Q3,16.83,0.249,40.0,66
59096,COMP-03694,2024,Q4,13.28,0.278,23.5,61
59097,COMP-03694,2025,Q1,29.05,0.374,28.43,60
59098,COMP-03694,2025,Q2,24.16,0.35,36.32,58
59099,COMP-03694,2025,Q3,32.7,0.317,35.0,56
59100,COMP-03694,2025,Q4,24.99,0.323,28.24,70
59101,COMP-03694,2026,Q1,0.0,0.139,31.17,55
59103,COMP-03694,2026,Q3,20.34,0.221,19.79,53
59104,COMP-03694,2026,Q4,40.54,0.455,18.63,59
59105,COMP-03695,2023,Q1,25.55,0.345,24.25,53
59106,COMP-03695,2023,Q2,33.44,0.412,24.36,62
59107,COMP-03695,2023,Q3,15.64,0.275,29.33,65
59108,COMP-03695,2023,Q4,16.84,0.241,29.46,58
59109,COMP-03695,2024,Q1,19.4,0.203,35.98,70
59110,COMP-03695,2024,Q2,16.99,0.316,15.76,55
59111,COMP-03695,2024,Q3,34.69,0.266,32.81,54
59112,COMP-03695,2024,Q4,26.06,0.31,23.1,58
59113,COMP-03695,2025,Q1,20.09,0.269,23.63,40
59114,COMP-03695,2025,Q2,43.5,0.519,10.42,65
59115,COMP-03695,2025,Q3,25.32,0.337,25.35,70
59116,COMP-03695,2025,Q4,40.6,0.463,24.31,79
59117,COMP-03695,2026,Q1,35.93,0.344,26.42,70
59118,COMP-03695,2026,Q2,10.38,0.245,30.0,61
59119,COMP-03695,2026,Q3,43.33,0.524,13.19,63
59120,COMP-03695,2026,Q4,11.94,0.237,27.18,48
59121,COMP-03696,2023,Q1,22.67,0.236,29.37,56
59122,COMP-03696,2023,Q2,21.64,0.405,27.17,55
59123,COMP-03696,2023,Q3,18.97,0.276,33.72,60
59124,COMP-03696,2023,Q4,20.21,0.214,29.91,53
59125,COMP-03696,2024,Q1,9.29,0.268,39.34,67
59126,COMP-03696,2024,Q2,14.25,0.241,37.18,64
59127,COMP-03696,2024,Q3,36.39,0.503,24.81,65
59128,COMP-03696,2024,Q4,8.64,0.307,34.94,43
59129,COMP-03696,2025,Q1,20.36,0.256,26.91,55
59131,COMP-03696,2025,Q3,0.0,0.134,40.0,45
59132,COMP-03696,2025,Q4,20.39,0.299,28.36,47
59133,COMP-03696,2026,Q1,16.14,0.225,32.55,48
59134,COMP-03696,2026,Q2,11.19,0.21,27.29,57
59135,COMP-03696,2026,Q3,34.94,0.39,23.6,72
59136,COMP-03696,2026,Q4,22.42,0.322,16.41,49
59137,COMP-03697,2023,Q1,26.94,0.438,15.68,64
59138,COMP-03697,2023,Q2,15.66,0.235,30.6,67
59139,COMP-03697,2023,Q3,16.98,0.335,25.88,62
59140,COMP-03697,2023,Q4,17.68,0.294,39.15,53
59141,COMP-03697,2024,Q1,52.24,0.512,17.73,65
59142,COMP-03697,2024,Q2,42.01,0.562,25.55,63
59143,COMP-03697,2024,Q3,31.34,0.307,33.19,52
59144,COMP-03697,2024,Q4,42.06,0.476,18.35,59
59145,COMP-03697,2025,Q1,16.3,0.251,31.66,76
59146,COMP-03697,2025,Q2,32.46,0.382,19.38,62
59147,COMP-03697,2025,Q3,40.98,0.438,20.71,62
59148,COMP-03697,2025,Q4,31.59,0.296,29.25,56
59149,COMP-03697,2026,Q1,31.22,0.482,18.46,54
59150,COMP-03697,2026,Q2,28.01,0.358,16.98,54
59151,COMP-03697,2026,Q3,22.57,0.371,22.13,63
59152,COMP-03697,2026,Q4,42.85,0.487,15.64,79
59153,COMP-03698,2023,Q1,18.87,0.447,24.1,50
59154,COMP-03698,2023,Q2,23.86,0.377,23.7,67
59155,COMP-03698,2023,Q3,34.71,0.39,21.84,67
59157,COMP-03698,2024,Q1,29.73,0.376,21.94,67
59158,COMP-03698,2024,Q2,27.02,0.428,20.43,58
59159,COMP-03698,2024,Q3,32.88,0.42,23.42,69
59160,COMP-03698,2024,Q4,52.05,0.492,15.01,74
59161,COMP-03698,2025,Q1,38.72,0.613,12.0,64
59162,COMP-03698,2025,Q2,25.34,0.312,23.44,59
59163,COMP-03698,2025,Q3,33.23,0.362,20.64,47
59166,COMP-03698,2026,Q2,28.72,0.382,30.18,69
59167,COMP-03698,2026,Q3,21.35,0.264,31.61,57
59168,COMP-03698,2026,Q4,48.61,0.529,10.8,73
59169,COMP-03699,2023,Q1,40.45,0.474,24.59,59
59170,COMP-03699,2023,Q2,9.56,0.207,40.0,50
59171,COMP-03699,2023,Q3,5.62,0.147,34.68,60
59172,COMP-03699,2023,Q4,17.51,0.324,36.31,56
59173,COMP-03699,2024,Q1,23.67,0.288,33.16,57
59174,COMP-03699,2024,Q2,26.13,0.15,32.81,59
59175,COMP-03699,2024,Q3,40.28,0.409,23.13,40
59176,COMP-03699,2024,Q4,29.36,0.312,30.65,66
59177,COMP-03699,2025,Q1,18.81,0.341,29.3,58
59178,COMP-03699,2025,Q2,17.07,0.338,34.26,47
59179,COMP-03699,2025,Q3,42.71,0.396,25.85,69
59180,COMP-03699,2025,Q4,43.55,0.398,12.0,48
59181,COMP-03699,2026,Q1,30.1,0.252,18.63,54
59182,COMP-03699,2026,Q2,12.75,0.2,33.64,57
59184,COMP-03699,2026,Q4,41.3,0.466,10.39,66
59185,COMP-03700,2023,Q1,30.09,0.318,25.4,69
59186,COMP-03700,2023,Q2,31.2,0.419,23.49,72
59187,COMP-03700,2023,Q3,33.14,0.386,19.88,72
59188,COMP-03700,2023,Q4,32.55,0.507,21.77,60
59189,COMP-03700,2024,Q1,21.03,0.475,26.39,60
59191,COMP-03700,2024,Q3,30.34,0.272,28.43,45
59193,COMP-03700,2025,Q1,47.57,0.522,7.71,78
59194,COMP-03700,2025,Q2,19.8,0.165,26.79,52
59195,COMP-03700,2025,Q3,17.82,0.269,34.49,66
59196,COMP-03700,2025,Q4,36.04,0.355,22.13,63
59197,COMP-03700,2026,Q1,22.26,0.311,40.0,68
59198,COMP-03700,2026,Q2,31.7,0.281,35.38,51
59199,COMP-03700,2026,Q3,29.49,0.25,30.14,40
59200,COMP-03700,2026,Q4,32.22,0.355,27.34,54
59201,COMP-03701,2023,Q1,0.81,0.2,35.71,63
59203,COMP-03701,2023,Q3,39.51,0.565,18.19,67
59204,COMP-03701,2023,Q4,24.37,0.386,23.93,68
59205,COMP-03701,2024,Q1,37.23,0.461,18.28,56
59206,COMP-03701,2024,Q2,30.87,0.477,23.61,70
59207,COMP-03701,2024,Q3,35.6,0.472,24.7,71
59208,COMP-03701,2024,Q4,22.96,0.208,35.86,56
59209,COMP-03701,2025,Q1,22.79,0.481,25.56,63
59210,COMP-03701,2025,Q2,21.58,0.411,31.92,71
59211,COMP-03701,2025,Q3,40.94,0.459,19.75,70
59212,COMP-03701,2025,Q4,26.87,0.282,27.14,54
59213,COMP-03701,2026,Q1,26.88,0.401,22.88,66
59214,COMP-03701,2026,Q2,47.04,0.493,10.48,72
59215,COMP-03701,2026,Q3,16.98,0.373,39.01,55
59216,COMP-03701,2026,Q4,16.9,0.19,39.51,51
59217,COMP-03702,2023,Q1,14.52,0.324,40.0,74
59218,COMP-03702,2023,Q2,4.93,0.115,27.56,60
59219,COMP-03702,2023,Q3,0.0,0.226,30.7,53
59220,COMP-03702,2023,Q4,4.49,0.048,35.52,40
59221,COMP-03702,2024,Q1,23.08,0.254,32.11,69
59222,COMP-03702,2024,Q2,38.59,0.318,20.42,49
59224,COMP-03702,2024,Q4,29.08,0.239,40.0,82
59225,COMP-03702,2025,Q1,16.96,0.268,36.7,65
59226,COMP-03702,2025,Q2,25.65,0.249,23.89,63
59227,COMP-03702,2025,Q3,12.77,0.147,38.17,52
59228,COMP-03702,2025,Q4,39.31,0.38,26.82,59
59229,COMP-03702,2026,Q1,4.06,0.194,39.21,56
59230,COMP-03702,2026,Q2,6.72,0.256,35.68,62
59231,COMP-03702,2026,Q3,32.58,0.375,26.06,64
59232,COMP-03702,2026,Q4,17.04,0.174,34.8,50
59233,COMP-03703,2023,Q1,14.7,0.278,26.24,52
59234,COMP-03703,2023,Q2,35.71,0.495,24.97,56
59236,COMP-03703,2023,Q4,21.56,0.316,28.8,64
59237,COMP-03703,2024,Q1,20.27,0.275,28.21,53
59238,COMP-03703,2024,Q2,12.32,0.235,35.64,72
59240,COMP-03703,2024,Q4,36.36,0.415,20.13,69
59241,COMP-03703,2025,Q1,24.55,0.377,19.88,62
59242,COMP-03703,2025,Q2,4.72,0.224,34.81,58
59243,COMP-03703,2025,Q3,24.07,0.293,28.26,55
59244,COMP-03703,2025,Q4,41.2,0.301,18.46,58
59245,COMP-03703,2026,Q1,21.73,0.278,31.2,62
59246,COMP-03703,2026,Q2,36.37,0.497,28.67,64
59247,COMP-03703,2026,Q3,14.65,0.241,36.07,69
59248,COMP-03703,2026,Q4,31.74,0.423,16.33,57
59249,COMP-03704,2023,Q1,45.53,0.487,20.91,55
59250,COMP-03704,2023,Q2,33.05,0.331,28.96,40
59251,COMP-03704,2023,Q3,22.97,0.449,28.95,83
59254,COMP-03704,2024,Q2,20.13,0.347,25.41,49
59255,COMP-03704,2024,Q3,31.26,0.274,29.85,48
59256,COMP-03704,2024,Q4,17.83,0.35,18.41,52
59257,COMP-03704,2025,Q1,42.9,0.344,19.93,63
59258,COMP-03704,2025,Q2,9.68,0.289,29.9,64
59259,COMP-03704,2025,Q3,32.79,0.487,19.32,85
59260,COMP-03704,2025,Q4,20.74,0.296,26.16,54
59261,COMP-03704,2026,Q1,36.87,0.41,21.58,58
59262,COMP-03704,2026,Q2,39.44,0.396,26.03,53
59263,COMP-03704,2026,Q3,42.67,0.37,22.09,50
59264,COMP-03704,2026,Q4,16.29,0.362,22.49,55
59265,COMP-03705,2023,Q1,23.97,0.303,30.54,47
59266,COMP-03705,2023,Q2,15.03,0.137,40.0,61
59267,COMP-03705,2023,Q3,1.69,0.058,40.0,54
59268,COMP-03705,2023,Q4,16.17,0.11,28.87,62
59269,COMP-03705,2024,Q1,18.7,0.258,25.24,54
59270,COMP-03705,2024,Q2,11.54,0.226,39.18,54
59271,COMP-03705,2024,Q3,13.41,0.148,32.12,44
59272,COMP-03705,2024,Q4,12.83,0.253,29.15,68
59273,COMP-03705,2025,Q1,26.58,0.207,23.56,54
59274,COMP-03705,2025,Q2,25.02,0.237,27.38,48
59275,COMP-03705,2025,Q3,20.67,0.327,27.6,57
59276,COMP-03705,2025,Q4,22.43,0.29,28.98,60
59277,COMP-03705,2026,Q1,24.67,0.325,28.05,79
59278,COMP-03705,2026,Q2,35.18,0.347,24.42,51
59279,COMP-03705,2026,Q3,9.87,0.172,26.97,54
59280,COMP-03705,2026,Q4,16.16,0.212,36.1,66
59281,COMP-03706,2023,Q1,30.32,0.435,18.92,61
59282,COMP-03706,2023,Q2,20.34,0.322,38.34,74
59283,COMP-03706,2023,Q3,45.07,0.554,19.98,69
59284,COMP-03706,2023,Q4,27.02,0.261,34.31,57
59285,COMP-03706,2024,Q1,28.36,0.383,38.55,63
59286,COMP-03706,2024,Q2,24.93,0.493,19.03,53
59287,COMP-03706,2024,Q3,62.21,0.445,14.64,70
59288,COMP-03706,2024,Q4,55.11,0.615,9.46,67
59289,COMP-03706,2025,Q1,28.74,0.366,21.83,56
59290,COMP-03706,2025,Q2,11.8,0.357,39.7,53
59291,COMP-03706,2025,Q3,24.78,0.356,34.53,62
59292,COMP-03706,2025,Q4,22.28,0.356,36.61,45
59293,COMP-03706,2026,Q1,18.31,0.323,30.25,65
59294,COMP-03706,2026,Q2,36.99,0.424,29.33,78
59295,COMP-03706,2026,Q3,32.58,0.345,25.21,63
59296,COMP-03706,2026,Q4,33.96,0.272,30.24,58
59297,COMP-03707,2023,Q1,34.2,0.374,23.81,59
59298,COMP-03707,2023,Q2,39.68,0.397,22.92,76
59299,COMP-03707,2023,Q3,36.74,0.265,28.57,66
59300,COMP-03707,2023,Q4,35.88,0.364,17.53,62
59301,COMP-03707,2024,Q1,29.7,0.269,19.88,67
59302,COMP-03707,2024,Q2,16.12,0.241,26.21,52
59303,COMP-03707,2024,Q3,30.04,0.356,24.88,57
59304,COMP-03707,2024,Q4,32.25,0.519,17.59,65
59305,COMP-03707,2025,Q1,19.45,0.247,35.54,59
59306,COMP-03707,2025,Q2,25.07,0.403,25.65,46
59307,COMP-03707,2025,Q3,16.96,0.202,33.59,54
59308,COMP-03707,2025,Q4,33.55,0.566,20.28,65
59309,COMP-03707,2026,Q1,28.86,0.319,22.65,51
59310,COMP-03707,2026,Q2,23.58,0.486,23.51,65
59311,COMP-03707,2026,Q3,28.14,0.329,27.41,57
59312,COMP-03707,2026,Q4,37.35,0.464,21.42,69
59313,COMP-03708,2023,Q1,17.56,0.319,28.78,65
59314,COMP-03708,2023,Q2,27.76,0.264,29.23,59
59315,COMP-03708,2023,Q3,30.61,0.46,23.64,74
59316,COMP-03708,2023,Q4,41.92,0.413,17.26,73
59317,COMP-03708,2024,Q1,28.61,0.472,24.02,68
59318,COMP-03708,2024,Q2,9.9,0.258,38.31,60
59319,COMP-03708,2024,Q3,22.72,0.226,23.44,53
59320,COMP-03708,2024,Q4,12.73,0.223,29.41,65
59321,COMP-03708,2025,Q1,13.49,0.427,31.74,53
59323,COMP-03708,2025,Q3,38.61,0.503,21.06,73
59324,COMP-03708,2025,Q4,31.35,0.386,33.82,49
59325,COMP-03708,2026,Q1,32.81,0.44,23.98,65
59326,COMP-03708,2026,Q2,48.36,0.501,12.89,48
59327,COMP-03708,2026,Q3,15.83,0.38,18.98,69
59328,COMP-03708,2026,Q4,45.78,0.658,16.61,60
59329,COMP-03709,2023,Q1,16.36,0.173,40.0,61
59330,COMP-03709,2023,Q2,30.56,0.378,29.95,68
59331,COMP-03709,2023,Q3,44.25,0.466,14.52,63
59332,COMP-03709,2023,Q4,8.73,0.116,31.33,62
59333,COMP-03709,2024,Q1,39.83,0.499,14.61,73
59334,COMP-03709,2024,Q2,13.19,0.122,35.19,60
59335,COMP-03709,2024,Q3,38.09,0.455,20.44,77
59336,COMP-03709,2024,Q4,22.32,0.294,29.01,69
59337,COMP-03709,2025,Q1,32.84,0.436,21.34,64
59338,COMP-03709,2025,Q2,15.05,0.199,28.52,54
59339,COMP-03709,2025,Q3,22.13,0.397,26.0,66
59340,COMP-03709,2025,Q4,39.34,0.412,24.77,63
59341,COMP-03709,2026,Q1,21.21,0.416,29.59,62
59342,COMP-03709,2026,Q2,14.99,0.118,35.55,57
59343,COMP-03709,2026,Q3,43.96,0.497,20.97,63
59344,COMP-03709,2026,Q4,30.9,0.372,23.77,60
59345,COMP-03710,2023,Q1,30.54,0.389,26.34,63
59346,COMP-03710,2023,Q2,27.96,0.248,32.45,70
59347,COMP-03710,2023,Q3,15.76,0.251,31.29,72
59348,COMP-03710,2023,Q4,19.19,0.362,29.36,56
59349,COMP-03710,2024,Q1,52.35,0.513,16.82,70
59350,COMP-03710,2024,Q2,18.6,0.334,27.88,72
59351,COMP-03710,2024,Q3,11.85,0.228,27.18,46
59352,COMP-03710,2024,Q4,28.07,0.317,14.28,61
59353,COMP-03710,2025,Q1,22.04,0.333,24.95,75
59355,COMP-03710,2025,Q3,24.16,0.266,19.25,62
59356,COMP-03710,2025,Q4,21.96,0.315,36.02,59
59357,COMP-03710,2026,Q1,31.16,0.403,27.25,67
59358,COMP-03710,2026,Q2,31.89,0.378,22.67,61
59359,COMP-03710,2026,Q3,17.05,0.381,29.39,65
59360,COMP-03710,2026,Q4,31.42,0.466,15.35,52
59361,COMP-03711,2023,Q1,36.78,0.341,25.19,70
59362,COMP-03711,2023,Q2,19.66,0.141,29.54,49
59363,COMP-03711,2023,Q3,55.66,0.539,16.15,58
59364,COMP-03711,2023,Q4,19.11,0.107,38.62,47
59365,COMP-03711,2024,Q1,11.02,0.15,37.07,56
59366,COMP-03711,2024,Q2,23.03,0.178,31.91,62
59367,COMP-03711,2024,Q3,22.62,0.366,13.68,42
59368,COMP-03711,2024,Q4,2.34,0.064,38.32,43
59369,COMP-03711,2025,Q1,0.0,0.105,36.48,50
59370,COMP-03711,2025,Q2,32.93,0.337,27.82,51
59371,COMP-03711,2025,Q3,16.97,0.235,40.0,61
59372,COMP-03711,2025,Q4,12.68,0.081,40.0,59
59374,COMP-03711,2026,Q2,2.7,0.154,40.0,64
59375,COMP-03711,2026,Q3,27.74,0.288,32.76,52
59376,COMP-03711,2026,Q4,18.77,0.267,34.43,53
59377,COMP-03712,2023,Q1,37.0,0.314,20.36,63
59378,COMP-03712,2023,Q2,0.0,0.08,40.0,50
59379,COMP-03712,2023,Q3,35.37,0.508,17.11,52
59381,COMP-03712,2024,Q1,17.4,0.279,27.91,63
59382,COMP-03712,2024,Q2,33.83,0.337,25.39,63
59383,COMP-03712,2024,Q3,25.09,0.181,30.36,44
59384,COMP-03712,2024,Q4,5.53,0.15,38.06,63
59385,COMP-03712,2025,Q1,28.13,0.239,23.52,55
59386,COMP-03712,2025,Q2,15.21,0.149,28.65,47
59387,COMP-03712,2025,Q3,58.8,0.462,10.08,77
59388,COMP-03712,2025,Q4,13.83,0.058,28.07,40
59389,COMP-03712,2026,Q1,36.3,0.278,22.88,56
59390,COMP-03712,2026,Q2,28.95,0.372,34.09,59
59391,COMP-03712,2026,Q3,6.54,0.121,40.0,55
59392,COMP-03712,2026,Q4,2.65,0.15,36.32,40
59393,COMP-03713,2023,Q1,24.48,0.397,27.23,46
59394,COMP-03713,2023,Q2,41.85,0.368,10.53,68
59395,COMP-03713,2023,Q3,34.6,0.405,18.69,51
59396,COMP-03713,2023,Q4,28.85,0.518,22.69,54
59397,COMP-03713,2024,Q1,25.42,0.555,24.7,65
59398,COMP-03713,2024,Q2,24.33,0.257,27.93,52
59399,COMP-03713,2024,Q3,22.54,0.387,20.77,68
59400,COMP-03713,2024,Q4,15.28,0.349,24.67,65
59401,COMP-03713,2025,Q1,40.68,0.477,24.72,50
59402,COMP-03713,2025,Q2,39.08,0.474,14.78,74
59403,COMP-03713,2025,Q3,27.02,0.327,27.12,67
59404,COMP-03713,2025,Q4,33.33,0.522,23.38,67
59405,COMP-03713,2026,Q1,32.23,0.426,16.83,67
59406,COMP-03713,2026,Q2,28.04,0.46,16.49,49
59407,COMP-03713,2026,Q3,29.07,0.304,28.76,59
59408,COMP-03713,2026,Q4,47.62,0.499,12.65,63
59409,COMP-03714,2023,Q1,41.22,0.439,14.03,72
59410,COMP-03714,2023,Q2,37.43,0.352,24.75,63
59411,COMP-03714,2023,Q3,42.13,0.494,13.27,66
59412,COMP-03714,2023,Q4,43.31,0.595,10.84,52
59414,COMP-03714,2024,Q2,48.74,0.57,13.58,60
59415,COMP-03714,2024,Q3,30.38,0.483,30.86,51
59416,COMP-03714,2024,Q4,40.57,0.467,20.56,77
59417,COMP-03714,2025,Q1,48.95,0.595,10.5,52
59418,COMP-03714,2025,Q2,34.69,0.441,19.81,63
59419,COMP-03714,2025,Q3,54.85,0.505,18.36,64
59420,COMP-03714,2025,Q4,29.83,0.397,12.67,59
59421,COMP-03714,2026,Q1,28.24,0.272,17.65,65
59422,COMP-03714,2026,Q2,32.78,0.407,20.65,62
59423,COMP-03714,2026,Q3,43.41,0.383,13.5,71
59424,COMP-03714,2026,Q4,33.05,0.484,18.17,76
59425,COMP-03715,2023,Q1,41.36,0.534,6.99,67
59426,COMP-03715,2023,Q2,33.23,0.502,12.36,67
59427,COMP-03715,2023,Q3,27.52,0.411,22.25,71
59428,COMP-03715,2023,Q4,34.01,0.498,16.04,57
59429,COMP-03715,2024,Q1,57.78,0.751,8.06,80
59430,COMP-03715,2024,Q2,34.75,0.518,22.73,76
59431,COMP-03715,2024,Q3,53.72,0.629,7.16,63
59432,COMP-03715,2024,Q4,51.16,0.644,16.41,63
59433,COMP-03715,2025,Q1,47.78,0.565,16.81,67
59434,COMP-03715,2025,Q2,40.73,0.425,20.57,55
59435,COMP-03715,2025,Q3,56.55,0.578,5.87,75
59436,COMP-03715,2025,Q4,34.21,0.467,21.15,72
59437,COMP-03715,2026,Q1,45.2,0.538,7.69,75
59438,COMP-03715,2026,Q2,55.44,0.674,17.12,72
59439,COMP-03715,2026,Q3,41.89,0.562,24.81,80
59440,COMP-03715,2026,Q4,46.21,0.689,20.45,73
59441,COMP-03716,2023,Q1,11.73,0.239,23.94,46
59442,COMP-03716,2023,Q2,24.61,0.438,23.35,70
59443,COMP-03716,2023,Q3,33.01,0.404,27.33,66
59444,COMP-03716,2023,Q4,50.64,0.611,14.81,65
59445,COMP-03716,2024,Q1,35.03,0.466,22.0,66
59446,COMP-03716,2024,Q2,32.04,0.489,25.37,56
59447,COMP-03716,2024,Q3,32.74,0.362,26.83,67
59448,COMP-03716,2024,Q4,37.91,0.312,26.55,55
59449,COMP-03716,2025,Q1,13.73,0.28,25.12,56
59450,COMP-03716,2025,Q2,52.7,0.567,17.68,60
59451,COMP-03716,2025,Q3,27.48,0.517,18.42,78
59452,COMP-03716,2025,Q4,58.38,0.68,16.27,84
59453,COMP-03716,2026,Q1,48.83,0.624,22.39,57
59454,COMP-03716,2026,Q2,44.74,0.418,19.7,57
59455,COMP-03716,2026,Q3,16.03,0.275,29.14,70
59456,COMP-03716,2026,Q4,47.28,0.483,12.55,60
59457,COMP-03717,2023,Q1,34.08,0.342,29.15,54
59458,COMP-03717,2023,Q2,18.36,0.142,28.42,56
59459,COMP-03717,2023,Q3,41.92,0.435,15.89,82
59460,COMP-03717,2023,Q4,28.7,0.298,23.64,59
59461,COMP-03717,2024,Q1,32.91,0.441,17.55,73
59462,COMP-03717,2024,Q2,31.03,0.29,16.42,66
59463,COMP-03717,2024,Q3,29.07,0.382,31.39,61
59464,COMP-03717,2024,Q4,22.12,0.191,27.74,69
59465,COMP-03717,2025,Q1,23.78,0.283,21.1,62
59466,COMP-03717,2025,Q2,37.56,0.491,17.2,58
59467,COMP-03717,2025,Q3,25.93,0.381,25.79,68
59468,COMP-03717,2025,Q4,22.47,0.248,29.52,42
59469,COMP-03717,2026,Q1,37.22,0.442,27.33,66
59470,COMP-03717,2026,Q2,19.54,0.266,30.26,59
59471,COMP-03717,2026,Q3,37.19,0.354,14.69,57
59472,COMP-03717,2026,Q4,40.92,0.496,19.93,68
59473,COMP-03718,2023,Q1,43.78,0.41,15.2,66
59474,COMP-03718,2023,Q2,34.82,0.469,24.02,59
59475,COMP-03718,2023,Q3,22.67,0.255,26.69,56
59476,COMP-03718,2023,Q4,28.73,0.354,25.33,71
59477,COMP-03718,2024,Q1,9.86,0.354,31.95,52
59478,COMP-03718,2024,Q2,20.82,0.342,34.02,68
59479,COMP-03718,2024,Q3,7.81,0.303,40.0,60
59480,COMP-03718,2024,Q4,28.83,0.44,21.26,51
59481,COMP-03718,2025,Q1,22.18,0.221,34.02,63
59482,COMP-03718,2025,Q2,17.43,0.186,37.84,48
59483,COMP-03718,2025,Q3,34.87,0.381,23.88,57
59484,COMP-03718,2025,Q4,18.53,0.266,28.84,45
59485,COMP-03718,2026,Q1,10.64,0.244,32.42,67
59486,COMP-03718,2026,Q2,46.16,0.528,20.38,69
59487,COMP-03718,2026,Q3,29.11,0.412,23.74,59
59488,COMP-03718,2026,Q4,31.23,0.331,19.95,65
59489,COMP-03719,2023,Q1,24.05,0.361,23.04,66
59490,COMP-03719,2023,Q2,44.04,0.441,16.1,71
59491,COMP-03719,2023,Q3,34.28,0.209,21.2,42
59492,COMP-03719,2023,Q4,23.8,0.35,21.21,68
59493,COMP-03719,2024,Q1,36.18,0.562,16.83,65
59494,COMP-03719,2024,Q2,25.31,0.287,21.3,50
59496,COMP-03719,2024,Q4,23.67,0.349,25.68,60
59497,COMP-03719,2025,Q1,35.5,0.309,20.14,48
59498,COMP-03719,2025,Q2,48.73,0.462,14.86,56
59499,COMP-03719,2025,Q3,38.28,0.419,20.52,69
59500,COMP-03719,2025,Q4,0.0,0.163,34.81,48
59502,COMP-03719,2026,Q2,36.61,0.364,28.82,63
59503,COMP-03719,2026,Q3,24.16,0.335,25.02,48
59504,COMP-03719,2026,Q4,26.09,0.389,22.25,52
59505,COMP-03720,2023,Q1,20.62,0.25,21.1,50
59506,COMP-03720,2023,Q2,54.11,0.452,14.4,48
59507,COMP-03720,2023,Q3,32.92,0.501,24.22,55
59508,COMP-03720,2023,Q4,55.46,0.516,15.97,60
59509,COMP-03720,2024,Q1,44.77,0.582,18.03,70
59510,COMP-03720,2024,Q2,31.87,0.417,22.45,58
59511,COMP-03720,2024,Q3,34.98,0.334,22.01,56
59512,COMP-03720,2024,Q4,27.84,0.371,20.42,57
59513,COMP-03720,2025,Q1,49.34,0.521,22.19,56
59514,COMP-03720,2025,Q2,57.62,0.604,13.75,71
59515,COMP-03720,2025,Q3,40.79,0.547,19.83,74
59516,COMP-03720,2025,Q4,25.5,0.263,29.65,56
59517,COMP-03720,2026,Q1,47.14,0.535,13.27,76
59518,COMP-03720,2026,Q2,33.38,0.457,19.85,56
59519,COMP-03720,2026,Q3,10.39,0.243,22.73,65
59520,COMP-03720,2026,Q4,38.41,0.584,14.1,54
59521,COMP-03721,2023,Q1,21.43,0.202,28.93,61
59522,COMP-03721,2023,Q2,11.65,0.295,38.63,56
59523,COMP-03721,2023,Q3,29.3,0.201,31.49,64
59524,COMP-03721,2023,Q4,39.31,0.405,21.63,68
59525,COMP-03721,2024,Q1,34.09,0.505,27.19,61
59526,COMP-03721,2024,Q2,13.38,0.309,36.23,56
59527,COMP-03721,2024,Q3,36.9,0.346,23.62,52
59528,COMP-03721,2024,Q4,47.92,0.41,22.63,66
59529,COMP-03721,2025,Q1,25.79,0.302,18.85,65
