response_id,company_id,survey_year,quarter,remote_work_percentage,employee_satisfaction_score,task_automation_rate,time_saved_per_week,jobs_displaced,jobs_created,reskilled_employees
65644,COMP-04103,2025,Q4,24.38,5.85,26.43,9.38,22,28,41
65645,COMP-04103,2026,Q1,71.61,5.25,32.97,9.89,30,30,18
65646,COMP-04103,2026,Q2,67.48,5.43,21.68,6.85,18,29,53
65647,COMP-04103,2026,Q3,50.61,7.54,22.07,7.8,21,22,29
65648,COMP-04103,2026,Q4,63.7,5.4,9.85,3.98,9,22,26
65649,COMP-04104,2023,Q1,42.49,5.51,9.8,3.66,0,1,0
65650,COMP-04104,2023,Q2,47.61,4.66,42.82,13.98,2,2,1
65651,COMP-04104,2023,Q3,36.81,6.55,34.24,8.63,2,1,3
65652,COMP-04104,2023,Q4,37.31,6.15,15.59,4.5,1,1,1
65653,COMP-04104,2024,Q1,39.86,7.6,35.21,9.77,2,1,1
65654,COMP-04104,2024,Q2,29.49,6.48,28.9,6.84,2,1,1
65655,COMP-04104,2024,Q3,54.74,6.2,9.54,2.26,1,1,3
65656,COMP-04104,2024,Q4,47.03,4.65,26.02,8.23,2,1,2
65657,COMP-04104,2025,Q1,25.85,5.18,3.84,1.83,0,1,1
65658,COMP-04104,2025,Q2,39.75,4.71,27.32,8.15,1,1,1
65659,COMP-04104,2025,Q3,44.17,6.17,31.6,8.33,1,1,2
65660,COMP-04104,2025,Q4,40.52,5.34,15.61,5.92,1,1,2
65661,COMP-04104,2026,Q1,39.76,6.7,25.12,8.97,1,1,2
65662,COMP-04104,2026,Q2,49.6,4.93,28.3,6.05,1,1,1
65663,COMP-04104,2026,Q3,39.41,4.25,19.91,4.14,1,0,0
65664,COMP-04104,2026,Q4,48.38,4.91,29.05,10.87,1,1,1
65665,COMP-04105,2023,Q1,34.91,6.82,12.6,5.51,1,1,3
65666,COMP-04105,2023,Q2,40.16,5.55,3.79,0.0,0,1,2
65667,COMP-04105,2023,Q3,23.51,5.66,3.43,0.42,1,0,1
65668,COMP-04105,2023,Q4,54.0,6.08,10.43,4.41,1,1,1
65669,COMP-04105,2024,Q1,36.6,5.45,0.0,0.0,0,1,0
65670,COMP-04105,2024,Q2,13.04,5.22,18.41,7.32,1,1,1
65671,COMP-04105,2024,Q3,35.17,5.12,17.61,6.38,1,1,2
65672,COMP-04105,2024,Q4,26.57,5.87,22.0,5.93,2,1,2
65673,COMP-04105,2025,Q1,28.11,5.17,12.73,5.2,1,1,4
65674,COMP-04105,2025,Q2,45.11,5.74,35.39,10.88,2,1,2
65675,COMP-04105,2025,Q3,32.63,5.93,5.85,3.18,1,0,1
65676,COMP-04105,2025,Q4,33.82,3.91,17.54,5.89,1,1,0
65677,COMP-04105,2026,Q1,24.16,4.54,11.81,5.82,1,0,0
65678,COMP-04105,2026,Q2,30.52,4.91,0.0,0.71,0,0,0
65679,COMP-04105,2026,Q3,44.17,6.65,14.74,4.01,1,1,2
65681,COMP-04106,2023,Q1,67.36,5.39,11.66,4.27,2,2,5
65683,COMP-04106,2023,Q3,52.0,6.05,18.24,5.78,3,2,1
65684,COMP-04106,2023,Q4,44.8,4.64,12.92,2.54,2,2,0
65685,COMP-04106,2024,Q1,48.04,6.5,15.81,1.77,1,4,5
65686,COMP-04106,2024,Q2,47.46,4.34,19.84,7.23,4,2,5
65687,COMP-04106,2024,Q3,41.28,4.89,24.94,9.39,5,3,6
65688,COMP-04106,2024,Q4,58.24,5.82,17.14,1.72,2,4,4
65689,COMP-04106,2025,Q1,55.59,5.22,20.79,9.4,3,2,8
65690,COMP-04106,2025,Q2,57.72,6.45,15.16,5.97,3,3,4
65691,COMP-04106,2025,Q3,47.57,6.23,16.21,4.5,3,3,8
65692,COMP-04106,2025,Q4,58.61,4.13,16.5,6.2,1,3,3
65693,COMP-04106,2026,Q1,54.54,6.71,31.89,9.18,5,2,8
65694,COMP-04106,2026,Q2,55.18,6.11,11.38,3.04,2,3,7
65695,COMP-04106,2026,Q3,49.74,5.81,29.84,8.26,5,4,9
65696,COMP-04106,2026,Q4,50.4,6.6,21.83,3.33,4,4,8
65697,COMP-04107,2023,Q1,53.14,5.99,20.28,7.3,1,1,1
65699,COMP-04107,2023,Q3,25.77,5.92,23.92,7.02,1,1,1
65700,COMP-04107,2023,Q4,29.24,3.84,30.15,7.99,2,1,2
65701,COMP-04107,2024,Q1,41.56,7.22,18.4,6.26,1,1,1
65702,COMP-04107,2024,Q2,37.41,4.64,28.08,7.61,1,1,2
65703,COMP-04107,2024,Q3,56.21,4.58,31.96,8.74,1,1,2
65704,COMP-04107,2024,Q4,49.39,5.05,19.03,4.4,1,1,1
65705,COMP-04107,2025,Q1,34.08,4.77,15.63,7.83,1,0,0
65706,COMP-04107,2025,Q2,50.21,5.34,21.92,7.44,1,1,0
65707,COMP-04107,2025,Q3,21.74,5.49,25.96,8.58,1,1,1
65708,COMP-04107,2025,Q4,21.81,6.33,31.09,6.45,1,1,1
65709,COMP-04107,2026,Q1,42.33,4.37,34.5,9.78,1,2,1
65710,COMP-04107,2026,Q2,45.27,4.67,31.26,7.94,1,1,1
65711,COMP-04107,2026,Q3,45.58,6.18,25.35,7.44,1,1,3
65712,COMP-04107,2026,Q4,41.55,4.1,26.93,6.84,1,1,1
65713,COMP-04108,2023,Q1,75.36,6.91,33.03,12.84,6,6,7
65714,COMP-04108,2023,Q2,47.61,5.18,24.14,7.86,5,4,5
65715,COMP-04108,2023,Q3,71.54,5.6,26.16,7.52,5,6,8
65716,COMP-04108,2023,Q4,61.97,5.47,12.43,6.57,3,5,8
65717,COMP-04108,2024,Q1,69.99,7.04,22.65,8.15,5,3,5
65718,COMP-04108,2024,Q2,62.05,5.41,39.8,13.21,7,9,13
65719,COMP-04108,2024,Q3,57.16,5.56,35.99,10.43,8,7,8
65720,COMP-04108,2024,Q4,71.71,6.49,45.12,10.31,9,7,5
65721,COMP-04108,2025,Q1,77.05,5.1,39.55,11.09,8,7,12
65722,COMP-04108,2025,Q2,59.9,6.13,26.79,12.74,5,5,9
65723,COMP-04108,2025,Q3,77.02,5.65,28.43,10.47,5,9,14
65724,COMP-04108,2025,Q4,63.74,5.47,31.77,10.62,6,5,7
65725,COMP-04108,2026,Q1,69.63,5.13,35.65,13.39,6,6,6
65729,COMP-04109,2023,Q1,63.17,6.7,18.42,3.97,3,2,2
65730,COMP-04109,2023,Q2,56.99,4.58,10.55,3.6,2,2,0
65731,COMP-04109,2023,Q3,53.26,5.24,10.63,0.53,2,2,1
65732,COMP-04109,2023,Q4,48.62,5.63,18.28,5.32,0,2,3
65733,COMP-04109,2024,Q1,52.38,4.96,17.5,7.0,2,1,2
65734,COMP-04109,2024,Q2,61.51,5.53,23.81,8.37,2,2,3
65735,COMP-04109,2024,Q3,54.05,6.2,1.61,1.92,0,2,2
65736,COMP-04109,2024,Q4,43.24,5.6,9.95,0.35,1,2,3
65737,COMP-04109,2025,Q1,52.9,4.76,9.72,6.13,2,2,3
65738,COMP-04109,2025,Q2,71.98,5.18,19.62,6.41,2,3,4
65739,COMP-04109,2025,Q3,56.34,4.44,22.2,5.13,4,2,1
65740,COMP-04109,2025,Q4,45.89,5.56,37.29,13.32,5,4,6
65741,COMP-04109,2026,Q1,52.77,6.59,6.1,0.0,1,2,1
65742,COMP-04109,2026,Q2,57.25,4.94,15.61,6.7,2,3,7
65743,COMP-04109,2026,Q3,52.85,6.72,19.53,9.2,3,3,5
65744,COMP-04109,2026,Q4,64.68,6.59,21.27,9.61,4,5,4
65745,COMP-04110,2023,Q1,26.55,5.47,24.01,9.98,3,2,8
65746,COMP-04110,2023,Q2,42.94,5.79,17.58,1.23,3,5,1
65747,COMP-04110,2023,Q3,29.62,5.01,10.18,1.71,2,1,5
65749,COMP-04110,2024,Q1,38.14,5.69,25.45,6.8,5,1,1
65750,COMP-04110,2024,Q2,20.33,5.72,22.55,7.06,3,4,0
65751,COMP-04110,2024,Q3,49.1,6.24,7.66,3.54,1,3,2
65752,COMP-04110,2024,Q4,7.44,5.1,6.41,4.4,2,2,5
65753,COMP-04110,2025,Q1,27.71,5.69,9.79,1.53,2,2,2
65754,COMP-04110,2025,Q2,16.4,5.97,19.92,6.63,4,4,7
65755,COMP-04110,2025,Q3,19.43,6.72,11.88,5.52,2,3,4
65756,COMP-04110,2025,Q4,32.56,5.98,6.08,2.14,0,2,9
65758,COMP-04110,2026,Q2,31.85,4.37,20.82,4.92,4,4,10
65759,COMP-04110,2026,Q3,48.27,4.76,21.05,7.8,4,2,4
65760,COMP-04110,2026,Q4,43.77,6.89,21.09,5.39,4,4,0
65761,COMP-04111,2023,Q1,37.86,6.7,25.54,7.6,25,30,44
65762,COMP-04111,2023,Q2,22.66,5.35,13.47,2.92,14,14,48
65763,COMP-04111,2023,Q3,29.31,7.55,6.36,5.74,19,26,61
65764,COMP-04111,2023,Q4,22.58,5.05,15.89,6.07,24,16,53
65765,COMP-04111,2024,Q1,26.38,6.1,9.78,4.74,10,29,64
65766,COMP-04111,2024,Q2,35.92,5.67,12.82,5.6,16,6,42
65767,COMP-04111,2024,Q3,50.32,3.99,10.25,1.88,14,36,25
65768,COMP-04111,2024,Q4,19.2,4.7,6.89,2.6,16,7,9
65769,COMP-04111,2025,Q1,25.86,5.86,16.1,3.62,19,20,26
65770,COMP-04111,2025,Q2,22.69,6.32,4.8,0.0,9,21,43
65771,COMP-04111,2025,Q3,68.68,6.04,20.45,6.41,29,32,23
65772,COMP-04111,2025,Q4,25.63,4.65,7.79,2.63,2,15,35
65773,COMP-04111,2026,Q1,30.34,5.17,21.43,5.59,30,14,11
65774,COMP-04111,2026,Q2,39.87,4.76,23.02,4.92,22,36,52
65775,COMP-04111,2026,Q3,40.41,5.29,20.28,5.66,31,17,23
65776,COMP-04111,2026,Q4,30.95,4.0,9.51,6.36,0,23,11
65778,COMP-04112,2023,Q2,54.57,5.45,13.75,3.44,20,15,47
65779,COMP-04112,2023,Q3,28.39,5.06,26.23,6.61,34,22,21
65780,COMP-04112,2023,Q4,50.77,6.42,27.8,10.71,43,40,57
65781,COMP-04112,2024,Q1,44.51,6.59,25.79,7.91,32,44,56
65782,COMP-04112,2024,Q2,39.42,4.17,19.35,7.04,30,32,95
65783,COMP-04112,2024,Q3,24.31,5.86,33.35,6.33,41,45,82
65784,COMP-04112,2024,Q4,42.3,5.44,19.13,7.08,37,35,38
65785,COMP-04112,2025,Q1,41.27,6.15,30.96,8.93,52,51,103
65787,COMP-04112,2025,Q3,48.88,5.94,20.53,6.96,34,37,74
65788,COMP-04112,2025,Q4,54.64,6.96,18.99,4.58,30,46,48
65789,COMP-04112,2026,Q1,58.47,5.95,29.11,6.84,46,47,39
65790,COMP-04112,2026,Q2,67.79,6.22,33.0,8.99,43,36,51
65791,COMP-04112,2026,Q3,45.78,5.34,20.83,8.2,39,38,63
65792,COMP-04112,2026,Q4,35.03,6.29,19.46,6.08,32,49,33
65794,COMP-04113,2023,Q2,42.07,5.26,6.0,0.0,3,16,5
65796,COMP-04113,2023,Q4,32.67,5.42,20.97,6.85,21,21,31
65797,COMP-04113,2024,Q1,21.96,4.81,7.91,1.44,11,24,30
65798,COMP-04113,2024,Q2,29.15,6.02,10.87,2.47,15,21,19
65799,COMP-04113,2024,Q3,19.82,5.77,5.34,0.83,4,9,20
65800,COMP-04113,2024,Q4,33.56,4.49,12.83,4.97,13,12,17
65801,COMP-04113,2025,Q1,28.5,7.21,9.81,3.81,15,27,44
65802,COMP-04113,2025,Q2,40.69,5.41,10.92,2.62,19,19,27
65803,COMP-04113,2025,Q3,34.14,5.61,5.38,0.0,8,0,5
65804,COMP-04113,2025,Q4,28.84,5.94,9.9,4.38,18,15,22
65805,COMP-04113,2026,Q1,34.49,4.69,17.39,5.36,16,12,24
65806,COMP-04113,2026,Q2,35.13,7.99,11.07,3.6,20,24,27
65807,COMP-04113,2026,Q3,29.91,7.61,27.8,5.89,22,21,5
65808,COMP-04113,2026,Q4,43.79,5.48,22.0,3.66,24,20,37
65809,COMP-04114,2023,Q1,24.57,5.51,16.68,0.74,1,0,2
65810,COMP-04114,2023,Q2,28.9,4.77,25.05,6.34,2,1,2
65811,COMP-04114,2023,Q3,73.41,7.16,23.03,7.17,1,1,2
65812,COMP-04114,2023,Q4,32.43,5.68,24.32,6.77,1,1,0
65813,COMP-04114,2024,Q1,38.9,7.31,22.66,7.39,1,1,2
65814,COMP-04114,2024,Q2,45.01,5.45,11.8,6.69,0,1,1
65815,COMP-04114,2024,Q3,31.99,4.84,24.88,8.46,1,1,1
65816,COMP-04114,2024,Q4,13.17,4.59,17.48,4.44,1,1,1
65817,COMP-04114,2025,Q1,22.52,3.58,30.93,10.76,2,1,1
65818,COMP-04114,2025,Q2,16.76,5.64,25.17,8.71,1,1,2
65819,COMP-04114,2025,Q3,39.39,5.97,15.58,3.1,1,1,2
65820,COMP-04114,2025,Q4,17.77,5.09,17.9,5.11,1,0,0
65821,COMP-04114,2026,Q1,34.21,5.58,5.95,3.83,0,0,1
65822,COMP-04114,2026,Q2,30.39,6.59,13.4,2.31,1,1,1
65823,COMP-04114,2026,Q3,6.03,5.57,11.14,0.19,1,1,1
65824,COMP-04114,2026,Q4,18.5,4.71,11.94,3.68,0,0,0
65825,COMP-04115,2023,Q1,25.4,5.33,14.41,4.12,35,29,84
65826,COMP-04115,2023,Q2,54.84,4.98,31.68,9.46,60,35,31
65827,COMP-04115,2023,Q3,56.15,4.61,18.46,3.47,37,43,30
65828,COMP-04115,2023,Q4,50.96,5.07,29.94,10.09,52,34,50
65829,COMP-04115,2024,Q1,55.05,6.03,9.65,2.84,33,11,42
65830,COMP-04115,2024,Q2,55.79,5.03,0.0,0.0,0,25,21
65831,COMP-04115,2024,Q3,38.53,5.63,24.19,5.87,27,38,64
65832,COMP-04115,2024,Q4,38.33,3.84,17.3,3.56,40,26,68
65833,COMP-04115,2025,Q1,36.83,6.34,13.84,5.62,37,49,27
65834,COMP-04115,2025,Q2,41.82,6.95,5.8,1.84,2,36,71
65835,COMP-04115,2025,Q3,38.22,4.69,28.85,3.87,43,39,52
65836,COMP-04115,2025,Q4,49.19,6.28,15.16,5.13,26,37,77
65837,COMP-04115,2026,Q1,47.3,5.04,20.27,3.87,40,26,83
65838,COMP-04115,2026,Q2,60.36,5.9,25.71,10.78,48,37,72
65839,COMP-04115,2026,Q3,42.65,5.53,33.37,9.3,50,43,52
65840,COMP-04115,2026,Q4,42.16,5.87,6.55,0.43,2,39,65
65841,COMP-04116,2023,Q1,37.77,5.63,19.71,4.87,36,58,44
65842,COMP-04116,2023,Q2,47.93,5.19,19.72,4.18,34,29,38
65843,COMP-04116,2023,Q3,36.38,5.86,11.22,0.19,30,19,32
65844,COMP-04116,2023,Q4,59.1,5.11,15.56,6.55,8,26,16
65845,COMP-04116,2024,Q1,51.23,6.37,23.26,4.46,23,36,67
65846,COMP-04116,2024,Q2,40.76,6.01,20.47,6.75,32,40,53
65847,COMP-04116,2024,Q3,41.45,6.25,35.83,9.4,49,50,83
65848,COMP-04116,2024,Q4,44.16,5.91,24.36,1.7,33,22,39
65849,COMP-04116,2025,Q1,52.2,5.21,14.2,6.96,18,30,42
65850,COMP-04116,2025,Q2,51.87,5.88,33.16,9.56,54,42,82
65851,COMP-04116,2025,Q3,41.57,4.04,25.81,6.34,54,12,19
65852,COMP-04116,2025,Q4,56.6,4.52,16.92,6.24,19,32,48
65853,COMP-04116,2026,Q1,39.76,4.4,6.13,3.46,0,9,35
65854,COMP-04116,2026,Q2,46.14,6.28,29.4,7.44,47,40,75
65855,COMP-04116,2026,Q3,50.44,4.71,19.4,2.42,20,29,8
65856,COMP-04116,2026,Q4,44.82,5.6,12.98,4.46,21,35,59
65857,COMP-04117,2023,Q1,21.0,6.16,0.87,3.4,1,1,1
65858,COMP-04117,2023,Q2,38.8,4.96,20.52,4.55,4,3,6
65859,COMP-04117,2023,Q3,31.77,5.4,17.82,5.09,3,3,4
65860,COMP-04117,2023,Q4,34.91,6.27,24.1,8.37,3,2,7
65861,COMP-04117,2024,Q1,7.92,7.18,16.92,6.56,2,2,0
65862,COMP-04117,2024,Q2,38.21,5.41,7.15,3.4,3,2,0
65863,COMP-04117,2024,Q3,26.5,6.57,22.89,6.2,4,3,7
65864,COMP-04117,2024,Q4,22.52,6.18,9.54,5.94,3,3,4
65865,COMP-04117,2025,Q1,17.51,6.6,19.98,5.21,3,3,6
65866,COMP-04117,2025,Q2,34.53,6.35,23.58,6.19,5,3,5
65867,COMP-04117,2025,Q3,45.57,6.18,26.58,9.55,4,5,11
65869,COMP-04117,2026,Q1,35.03,6.39,29.37,10.56,5,5,6
65870,COMP-04117,2026,Q2,33.89,4.94,21.36,3.68,3,4,3
65871,COMP-04117,2026,Q3,61.8,5.2,35.81,11.73,7,6,10
65872,COMP-04117,2026,Q4,46.42,5.03,29.62,8.55,4,6,5
65873,COMP-04118,2023,Q1,20.48,4.32,18.1,5.03,1,1,2
65874,COMP-04118,2023,Q2,47.8,4.52,10.23,9.11,1,2,2
65875,COMP-04118,2023,Q3,64.74,4.32,9.27,3.36,0,2,3
65876,COMP-04118,2023,Q4,59.34,6.39,21.92,9.17,2,2,3
65877,COMP-04118,2024,Q1,45.46,6.63,21.47,7.76,3,2,5
65878,COMP-04118,2024,Q2,43.8,4.3,13.79,4.71,1,2,3
65879,COMP-04118,2024,Q3,54.16,3.86,7.68,2.63,0,2,1
65880,COMP-04118,2024,Q4,50.89,4.43,14.45,5.66,2,2,2
65881,COMP-04118,2025,Q1,39.09,5.07,10.51,7.78,0,2,4
65882,COMP-04118,2025,Q2,55.6,5.79,7.4,2.6,1,3,5
65883,COMP-04118,2025,Q3,53.22,5.88,19.79,8.7,3,3,1
65884,COMP-04118,2025,Q4,42.24,6.5,13.97,5.39,1,2,4
65885,COMP-04118,2026,Q1,43.96,6.4,3.62,1.08,0,2,3
65886,COMP-04118,2026,Q2,53.9,5.44,11.45,5.63,2,1,3
65888,COMP-04118,2026,Q4,51.94,4.0,8.09,2.49,1,2,4
65890,COMP-04119,2023,Q2,17.83,5.39,24.83,3.67,667,702,1293
65891,COMP-04119,2023,Q3,27.23,4.32,27.68,10.29,1030,764,1720
65892,COMP-04119,2023,Q4,31.49,5.88,14.12,5.04,281,672,1224
65893,COMP-04119,2024,Q1,57.65,5.99,26.88,6.36,885,1217,1779
65894,COMP-04119,2024,Q2,32.37,5.85,20.45,7.24,415,747,1490
65895,COMP-04119,2024,Q3,47.94,5.68,13.8,4.72,743,706,1579
65896,COMP-04119,2024,Q4,70.37,5.97,37.95,10.82,1598,780,2006
65897,COMP-04119,2025,Q1,55.67,4.96,25.03,8.22,1363,730,958
65898,COMP-04119,2025,Q2,41.23,5.9,28.51,9.28,1140,723,473
65899,COMP-04119,2025,Q3,45.26,6.32,19.85,6.72,505,870,1233
65900,COMP-04119,2025,Q4,40.06,7.39,31.29,9.02,1188,1025,2124
65901,COMP-04119,2026,Q1,35.35,5.11,18.75,7.79,739,829,675
65903,COMP-04119,2026,Q3,46.07,6.08,16.71,6.96,580,744,1399
65904,COMP-04119,2026,Q4,50.51,6.7,13.87,4.54,446,756,970
65905,COMP-04120,2023,Q1,45.76,6.48,8.19,2.08,2,4,7
65906,COMP-04120,2023,Q2,27.23,6.74,13.16,4.67,2,3,8
65907,COMP-04120,2023,Q3,50.24,4.68,10.4,5.92,1,3,7
65908,COMP-04120,2023,Q4,56.52,6.24,25.13,10.36,5,7,14
65910,COMP-04120,2024,Q2,57.53,6.24,18.17,9.5,5,6,5
65911,COMP-04120,2024,Q3,32.38,5.04,5.74,1.74,2,3,3
65913,COMP-04120,2025,Q1,44.86,5.37,18.22,6.46,3,5,9
65914,COMP-04120,2025,Q2,38.62,5.79,20.37,8.22,4,5,6
65915,COMP-04120,2025,Q3,41.73,7.03,0.0,0.0,0,3,7
65916,COMP-04120,2025,Q4,48.25,5.7,17.33,5.89,4,3,5
65917,COMP-04120,2026,Q1,49.01,6.61,18.12,6.97,3,3,8
65918,COMP-04120,2026,Q2,40.22,4.71,21.08,5.65,3,4,10
65919,COMP-04120,2026,Q3,52.77,5.96,23.27,5.42,6,6,8
65920,COMP-04120,2026,Q4,53.75,5.25,18.95,7.36,3,6,6
65921,COMP-04121,2023,Q1,4.25,5.85,7.62,0.74,7,9,35
65922,COMP-04121,2023,Q2,23.14,4.72,14.62,6.23,44,20,27
65923,COMP-04121,2023,Q3,39.42,5.32,22.11,5.75,32,34,84
65924,COMP-04121,2023,Q4,60.24,6.22,19.54,11.26,28,45,109
65925,COMP-04121,2024,Q1,32.33,6.8,16.96,5.6,24,38,63
65926,COMP-04121,2024,Q2,19.3,6.32,17.86,4.86,31,14,32
65927,COMP-04121,2024,Q3,45.64,4.03,21.84,7.81,33,29,12
65928,COMP-04121,2024,Q4,13.73,4.79,26.46,8.97,24,31,62
65929,COMP-04121,2025,Q1,46.1,6.69,21.22,6.88,40,27,33
65930,COMP-04121,2025,Q2,44.34,6.07,25.23,7.99,47,22,73
65931,COMP-04121,2025,Q3,26.71,4.91,15.4,10.51,22,31,30
65932,COMP-04121,2025,Q4,24.58,5.21,9.53,2.56,11,33,26
65933,COMP-04121,2026,Q1,34.65,6.63,1.27,0.0,0,10,19
65934,COMP-04121,2026,Q2,26.67,4.66,16.08,1.84,21,15,4
65935,COMP-04121,2026,Q3,19.06,6.68,26.06,6.92,43,25,25
65936,COMP-04121,2026,Q4,32.05,4.51,14.8,4.03,24,28,64
65937,COMP-04122,2023,Q1,50.67,5.31,30.85,10.51,46,20,41
65938,COMP-04122,2023,Q2,61.92,5.07,22.03,9.22,32,27,45
65940,COMP-04122,2023,Q4,50.64,5.27,9.67,3.11,8,36,56
65941,COMP-04122,2024,Q1,58.84,5.73,27.13,10.21,29,20,51
65942,COMP-04122,2024,Q2,49.67,5.7,20.81,3.37,32,27,54
65944,COMP-04122,2024,Q4,43.17,6.66,18.85,7.12,29,24,30
65945,COMP-04122,2025,Q1,53.41,6.26,25.49,8.73,35,22,60
65946,COMP-04122,2025,Q2,67.85,5.68,34.26,11.48,43,41,46
65947,COMP-04122,2025,Q3,77.06,5.93,18.85,5.19,22,35,23
65948,COMP-04122,2025,Q4,66.66,5.72,21.67,6.18,32,26,31
65949,COMP-04122,2026,Q1,70.26,6.75,39.08,10.37,47,41,51
65950,COMP-04122,2026,Q2,57.98,5.72,16.56,7.47,24,31,71
65951,COMP-04122,2026,Q3,42.27,6.56,19.11,5.43,15,33,40
65952,COMP-04122,2026,Q4,69.66,7.55,32.75,13.69,44,37,56
65953,COMP-04123,2023,Q1,37.29,6.93,1.96,1.58,120,251,609
65955,COMP-04123,2023,Q3,31.26,5.2,12.06,5.61,45,305,1091
65956,COMP-04123,2023,Q4,50.74,5.28,11.55,4.89,430,454,812
65957,COMP-04123,2024,Q1,31.61,6.33,15.93,5.33,229,423,389
65958,COMP-04123,2024,Q2,46.73,5.06,27.3,7.49,603,656,749
65959,COMP-04123,2024,Q3,42.68,6.0,18.16,4.43,540,574,540
65960,COMP-04123,2024,Q4,66.66,4.17,33.82,8.22,877,507,1431
65961,COMP-04123,2025,Q1,66.03,5.41,28.36,6.54,662,536,1086
65962,COMP-04123,2025,Q2,57.16,6.44,14.69,3.92,535,842,788
65963,COMP-04123,2025,Q3,49.82,5.46,20.98,8.43,502,799,1627
65964,COMP-04123,2025,Q4,54.72,6.87,15.62,7.6,470,607,1310
65965,COMP-04123,2026,Q1,49.29,5.42,15.93,2.65,595,466,918
65966,COMP-04123,2026,Q2,60.93,5.3,17.47,7.48,454,655,1025
65967,COMP-04123,2026,Q3,50.83,5.25,11.51,3.21,215,420,925
65968,COMP-04123,2026,Q4,55.02,5.8,14.58,4.51,284,597,811
65969,COMP-04124,2023,Q1,61.42,4.23,13.67,0.53,13,35,56
65970,COMP-04124,2023,Q2,36.53,7.1,19.08,6.77,23,26,82
65971,COMP-04124,2023,Q3,30.03,6.32,10.16,5.19,13,20,21
65972,COMP-04124,2023,Q4,55.92,5.04,35.41,10.97,43,36,24
65973,COMP-04124,2024,Q1,60.36,5.53,13.38,8.53,21,23,47
65974,COMP-04124,2024,Q2,55.59,5.47,12.58,3.58,31,27,48
65975,COMP-04124,2024,Q3,37.8,3.65,25.68,7.59,32,26,0
65976,COMP-04124,2024,Q4,47.88,4.25,25.08,9.56,30,35,30
65977,COMP-04124,2025,Q1,49.49,6.55,21.32,8.41,25,33,80
65978,COMP-04124,2025,Q2,61.47,6.2,23.16,6.61,35,22,38
65979,COMP-04124,2025,Q3,51.33,5.59,26.4,8.01,44,33,81
65980,COMP-04124,2025,Q4,78.62,4.59,21.76,8.05,26,39,76
65981,COMP-04124,2026,Q1,56.64,5.58,29.19,7.33,36,47,55
65982,COMP-04124,2026,Q2,34.88,5.74,2.41,0.15,0,22,38
65984,COMP-04124,2026,Q4,66.65,6.12,30.52,11.09,42,50,101
65985,COMP-04125,2023,Q1,38.85,4.18,13.25,0.66,1,0,0
65986,COMP-04125,2023,Q2,26.33,6.04,19.74,3.23,1,0,0
65987,COMP-04125,2023,Q3,19.94,7.22,9.09,5.46,0,0,1
65988,COMP-04125,2023,Q4,38.0,5.53,19.72,6.75,0,0,1
65989,COMP-04125,2024,Q1,31.97,5.09,22.73,6.6,1,1,1
65990,COMP-04125,2024,Q2,31.59,5.6,2.11,3.64,0,0,0
65991,COMP-04125,2024,Q3,29.62,6.36,28.17,6.92,1,0,1
65992,COMP-04125,2024,Q4,22.04,6.2,7.95,2.39,0,0,1
65993,COMP-04125,2025,Q1,8.83,3.38,12.44,0.61,0,0,1
65994,COMP-04125,2025,Q2,40.53,5.36,4.32,3.11,0,0,1
65995,COMP-04125,2025,Q3,11.53,4.62,15.55,7.69,0,0,0
65996,COMP-04125,2025,Q4,43.94,5.46,24.04,8.43,1,0,2
65997,COMP-04125,2026,Q1,37.79,6.46,13.71,3.88,0,0,1
65998,COMP-04125,2026,Q2,38.01,6.26,24.79,7.69,1,1,1
65999,COMP-04125,2026,Q3,39.92,5.43,21.9,4.34,1,0,1
66000,COMP-04125,2026,Q4,46.17,5.2,16.93,3.79,1,1,1
66001,COMP-04126,2023,Q1,71.0,6.33,43.32,12.49,63,44,45
66002,COMP-04126,2023,Q2,58.21,4.55,11.4,3.55,19,25,6
66003,COMP-04126,2023,Q3,67.34,5.24,31.94,8.29,44,24,41
66004,COMP-04126,2023,Q4,42.55,5.53,18.88,3.64,26,22,32
66005,COMP-04126,2024,Q1,63.2,5.65,4.86,3.37,6,22,57
66006,COMP-04126,2024,Q2,45.68,5.55,7.56,4.87,11,19,15
66007,COMP-04126,2024,Q3,54.25,7.23,19.69,7.7,18,21,57
66008,COMP-04126,2024,Q4,51.63,5.98,4.79,3.89,10,27,61
66009,COMP-04126,2025,Q1,67.98,5.26,29.3,6.77,41,47,68
66010,COMP-04126,2025,Q2,28.09,4.77,12.51,2.92,23,28,53
66011,COMP-04126,2025,Q3,66.34,3.51,19.17,5.96,16,30,29
66012,COMP-04126,2025,Q4,78.19,8.02,26.71,10.12,45,47,78
66013,COMP-04126,2026,Q1,64.11,5.7,31.52,9.68,49,33,53
66014,COMP-04126,2026,Q2,41.45,5.99,22.7,7.49,33,29,23
66015,COMP-04126,2026,Q3,59.21,5.95,7.65,1.9,15,20,53
66016,COMP-04126,2026,Q4,54.89,6.01,17.21,5.86,20,31,28
66017,COMP-04127,2023,Q1,40.09,5.17,24.68,9.99,26,32,25
66019,COMP-04127,2023,Q3,25.13,5.5,17.33,4.65,27,21,26
66020,COMP-04127,2023,Q4,27.93,4.96,21.99,6.98,19,17,4
66021,COMP-04127,2024,Q1,36.6,5.7,28.44,9.43,41,30,27
66022,COMP-04127,2024,Q2,45.48,5.56,34.55,6.51,43,31,29
