response_id,remote_work_percentage,employee_satisfaction_score,reskilled_employees
110247,16.81,5.66,3
110248,39.12,5.49,1
110249,26.45,4.7,4
110250,32.46,2.91,0
110251,25.55,6.01,3
110252,32.75,4.98,4
110253,40.22,6.59,3
110255,38.39,6.05,6
110256,39.88,6.37,3
110257,27.3,5.71,8
110258,34.26,5.44,24
110259,40.58,5.49,25
110260,26.81,6.18,16
110261,22.62,5.76,24
110262,40.26,5.92,13
110263,21.59,4.99,24
110264,50.39,5.92,29
110265,40.81,5.23,23
110266,45.31,4.55,14
110267,48.01,4.97,21
110268,33.41,5.99,14
110270,35.41,6.95,22
110271,48.05,6.5,5
110272,37.27,5.39,24
110273,25.49,5.63,8
110274,33.08,5.66,18
110275,26.55,4.87,11
110276,59.73,6.67,11
110277,33.58,5.68,11
110278,53.34,5.17,23
110279,53.7,6.1,7
110280,37.97,5.7,24
110281,48.46,5.02,24
110282,54.33,6.0,46
110283,13.04,6.01,30
110284,47.65,5.05,23
110286,47.2,5.83,39
110287,40.86,7.06,32
110288,23.88,5.41,25
110289,32.94,5.63,2
110290,32.11,5.17,4
110292,31.69,5.6,3
110293,46.7,6.03,2
110294,28.64,5.84,0
110295,33.09,4.47,2
110296,33.18,4.47,2
110297,36.39,5.28,4
110298,29.76,5.33,3
110299,25.83,4.84,3
110300,22.68,5.75,4
110301,41.83,7.55,7
110302,16.1,5.45,2
110303,29.75,4.77,0
110304,40.73,5.63,2
110306,39.98,4.4,14
110307,40.57,5.88,39
110308,25.28,4.74,40
110309,44.96,6.27,24
110310,52.31,5.53,21
110312,32.65,4.88,12
110313,44.04,5.42,24
110314,43.95,6.13,16
110315,59.84,6.12,18
110316,59.2,5.71,17
110317,63.13,5.95,19
110319,44.69,5.95,27
110320,48.25,6.03,17
110321,52.87,5.51,15
110322,51.76,4.96,57
110323,57.5,4.83,65
110324,43.27,5.46,71
110325,49.72,6.58,80
110326,27.72,4.72,55
110327,57.27,5.78,74
110328,47.22,5.14,108
110329,23.54,4.06,36
110330,53.14,5.76,41
110331,44.76,5.18,45
110332,55.82,5.87,96
110333,32.38,4.52,25
110334,53.95,5.24,40
110335,49.03,5.84,78
110336,49.39,5.49,46
110337,44.62,5.21,718
110338,57.03,4.72,990
110339,52.72,5.01,1232
110340,51.85,4.9,297
110341,32.16,5.93,2076
110342,36.94,5.24,684
110343,60.67,5.28,1323
110344,55.64,6.34,1132
110345,62.74,6.26,0
110346,61.64,5.26,1715
110347,42.72,5.34,440
110348,44.57,5.05,1079
110349,42.34,6.08,1298
110350,31.34,6.82,544
110352,44.54,6.31,850
110353,25.13,5.47,138
110354,38.0,5.03,334
110355,68.45,5.86,476
110356,39.77,5.43,286
110357,54.04,6.25,235
110358,53.44,5.56,299
110359,36.25,5.72,197
110360,37.06,6.79,281
110361,47.38,5.47,366
110363,50.41,5.38,495
110364,59.92,6.42,215
110365,52.73,5.34,380
110366,46.0,5.83,384
110367,22.59,6.2,141
110368,35.45,7.47,460
110369,24.77,4.66,3
110370,29.16,5.59,5
110371,51.0,4.79,4
110372,52.67,4.7,11
110373,65.95,6.46,2
110374,48.72,7.46,6
110375,57.54,5.1,4
110376,64.3,5.23,6
110377,58.63,4.1,7
110378,40.4,5.31,6
110379,41.7,6.57,9
110381,41.76,6.64,8
110382,60.47,5.6,3
110383,43.76,6.62,8
110384,56.56,4.96,9
110386,39.99,5.3,2
110387,24.39,7.42,12
110388,14.07,4.76,1
110389,31.06,5.73,15
110390,31.22,5.86,12
110391,15.58,5.15,2
110392,39.4,5.91,7
110393,42.43,4.72,3
110394,28.91,5.4,14
110395,33.53,6.01,16
110396,33.75,5.97,4
110397,17.55,5.35,6
110398,32.39,6.67,10
110399,24.52,6.26,1
110400,27.28,4.49,11
110401,61.7,5.07,229
110402,51.25,5.98,405
110403,53.57,5.62,284
110404,53.59,6.94,468
110405,48.28,7.28,589
110406,33.74,6.6,486
110407,52.63,5.8,319
110408,68.36,5.6,419
110409,46.03,4.67,306
110410,59.53,5.82,191
110411,44.0,6.27,514
110412,47.31,6.42,342
110413,50.12,6.47,145
110414,59.18,5.34,395
110415,67.94,5.31,469
110416,53.63,6.21,513
110417,38.41,5.39,3
110418,46.42,5.61,4
110419,30.69,5.09,6
110420,17.6,5.19,3
110421,33.05,4.7,1
110422,53.24,4.81,6
110423,33.46,4.86,6
110424,31.6,6.89,8
110425,21.24,4.91,7
110426,37.95,5.32,8
110427,33.97,5.46,7
110428,43.2,6.59,7
110429,41.34,4.81,5
110430,36.94,6.24,4
110431,44.5,6.48,5
110432,23.44,6.47,5
110433,55.06,4.41,0
110434,49.4,4.93,4
110435,53.21,5.38,4
110436,66.37,7.01,5
110437,64.06,6.71,4
110438,39.01,5.3,0
110439,35.09,4.79,0
110440,42.35,4.97,3
110441,41.8,3.68,2
110442,49.51,6.48,4
110443,55.3,4.4,4
110444,50.8,5.5,5
110445,66.43,6.25,7
110446,43.16,5.51,2
110447,38.89,7.04,1
110448,46.76,4.97,5
110450,30.59,5.88,1070
110451,44.46,6.04,1215
110452,33.19,6.02,1676
110453,22.35,6.32,747
110454,34.54,5.65,1569
110456,47.47,6.4,1793
110457,50.38,6.06,2125
110458,32.27,6.17,2160
110459,45.76,4.75,1112
110460,26.02,6.34,858
110461,34.48,6.53,2163
110462,43.0,5.72,2739
110463,45.31,5.85,2408
110464,50.2,5.9,1769
110465,54.71,3.53,1
110466,57.42,5.52,1
110467,29.26,4.87,0
110468,51.43,5.23,1
110469,43.14,3.19,0
110470,51.03,4.72,1
110471,37.43,4.08,0
110472,28.92,5.13,0
110473,46.7,6.15,1
110474,69.95,4.22,1
110475,38.07,6.02,1
110476,33.3,5.94,2
110477,49.73,6.21,0
110478,44.24,4.11,0
110479,57.85,4.67,1
110480,61.22,5.98,1
110481,33.74,5.82,5
110482,34.23,4.42,9
110483,24.34,5.35,6
110484,43.42,4.09,6
110485,49.16,4.57,1
110486,56.79,4.16,8
110487,31.03,5.39,6
110488,18.25,5.99,3
110489,34.16,4.33,0
110491,48.61,4.79,6
110492,43.15,7.17,6
110493,26.58,5.62,3
110494,39.78,5.6,3
110496,32.4,4.77,3
110497,34.84,5.36,1
110498,26.37,5.35,4
110499,39.52,5.38,8
110500,45.53,4.92,3
110501,26.04,4.61,3
110502,31.02,3.88,6
110504,53.88,4.83,5
110505,33.56,4.52,4
110506,38.03,5.34,2
110507,44.24,5.98,7
110508,57.52,5.72,6
110509,40.68,5.6,6
110510,39.38,6.48,3
110512,51.99,5.7,6
110513,41.79,5.56,559
110514,36.29,6.07,247
110515,32.86,4.71,78
110516,31.56,5.13,708
110517,50.71,5.93,120
110518,31.14,4.47,686
110519,48.06,6.09,936
110520,41.91,5.43,416
110521,29.83,4.67,821
110522,46.46,7.2,1037
110523,41.37,6.0,1055
110524,58.55,7.82,609
110525,38.8,6.17,423
110526,24.72,6.84,346
110527,30.64,5.1,251
110528,21.84,5.68,632
110529,45.02,5.36,6
110531,34.26,6.09,5
110532,27.13,5.43,16
110533,36.94,4.9,2
110534,41.81,6.17,8
110535,19.37,5.2,8
110536,29.87,5.27,7
110537,46.75,5.47,9
110538,38.24,5.21,9
110539,52.42,5.91,8
110540,26.48,4.67,5
110542,27.99,4.63,4
110543,25.4,5.51,13
110544,46.35,5.36,8
110545,43.97,5.6,65
110547,43.94,6.26,80
110548,24.15,5.14,80
110549,37.55,5.26,49
110550,25.86,6.83,50
110551,31.82,6.76,65
110552,61.33,6.84,54
110553,28.8,5.57,54
110554,13.39,6.86,58
110555,45.2,3.86,42
110556,42.98,6.11,72
110557,53.38,4.52,47
110558,32.78,6.18,93
110559,43.04,6.26,59
110560,43.79,5.32,26
110561,52.92,6.2,42
110562,25.03,5.03,0
110563,37.07,5.82,33
110564,41.69,5.31,8
110565,41.64,6.25,0
110566,45.2,5.26,20
110567,51.92,5.64,37
110568,47.91,6.36,29
110569,43.5,7.32,56
110570,20.76,4.37,19
110571,41.48,5.96,36
110572,57.19,4.4,39
110573,37.18,4.5,24
110574,34.35,4.89,7
110575,44.06,4.02,33
110576,49.37,6.93,33
110577,43.56,7.02,7
110578,48.3,5.89,2
110579,44.88,5.96,4
110580,40.94,5.25,3
110581,41.84,5.82,4
110582,20.09,5.66,4
110583,56.92,5.42,3
110584,43.85,4.48,4
110585,44.05,4.77,5
110586,41.6,4.88,3
110587,40.14,5.47,3
110588,54.6,6.5,6
110589,49.4,5.1,3
110590,54.78,6.58,4
110591,45.88,5.95,5
110592,39.88,5.48,2
110593,33.59,5.48,583
110594,48.95,6.76,424
110595,46.61,6.37,478
110596,43.08,6.06,313
110597,46.8,6.18,600
110598,29.36,5.34,723
110599,47.67,5.31,251
110600,56.8,4.08,696
110601,59.57,5.18,612
110602,50.81,6.82,294
110603,49.25,5.95,409
110604,33.74,4.2,295
110605,62.69,5.93,637
110606,47.0,5.83,635
110607,53.82,5.6,468
110608,59.13,4.85,203
110609,32.33,5.64,740
110610,44.54,5.55,1503
110611,61.95,6.2,1645
110612,54.19,6.91,2905
110613,53.11,6.82,560
110614,31.03,4.85,0
110615,50.22,4.6,1544
110616,30.0,6.12,254
110618,30.74,5.52,561
110619,44.8,5.05,875
110620,29.54,6.49,948
110621,52.53,5.46,1361
110622,71.21,6.2,1775
110623,56.69,5.82,740
110624,39.48,5.53,1633
110625,54.07,5.53,12
110626,42.7,6.2,39
110627,33.76,5.98,23
110629,51.57,5.03,30
110630,51.24,5.13,27
110631,61.78,6.28,61
110632,58.08,5.3,34
110633,47.84,6.37,35
110634,47.12,7.05,17
110636,48.76,5.06,27
110637,44.1,5.28,47
110638,43.9,5.47,49
110639,46.11,4.9,33
110640,60.28,6.66,20
110641,38.87,7.43,1245
110643,36.4,5.02,1150
110644,26.81,5.93,508
110645,36.54,6.78,627
110646,32.31,7.08,512
110647,25.24,7.37,672
110648,53.52,6.83,649
110649,46.61,6.11,1137
110650,16.26,6.77,1266
110651,40.63,6.04,1580
110652,37.1,5.36,1021
110653,21.66,6.38,1064
110654,33.97,4.94,1125
110655,40.7,4.97,942
110656,49.59,6.29,756
110657,48.1,5.91,10
110658,29.23,4.89,24
110659,26.27,4.7,7
110661,28.42,5.67,7
110662,24.11,5.53,20
110663,22.69,5.66,8
110664,8.91,5.96,17
110665,38.74,4.21,23
110666,39.76,5.05,7
110667,19.54,6.29,40
110668,13.58,5.91,5
110669,22.18,4.61,3
110670,27.5,6.81,26
110671,14.1,4.88,34
110672,43.57,5.57,13
110673,44.04,6.48,94
110674,15.39,5.21,75
110676,26.38,3.7,57
110677,23.17,5.88,60
110679,31.36,5.19,54
110680,30.67,6.83,69
110681,26.3,5.66,31
110682,31.05,4.89,36
110683,14.5,5.65,42
110684,39.31,5.97,118
110686,30.17,5.67,106
110687,30.07,6.82,114
110689,46.09,6.02,6
110690,44.02,4.3,6
110691,38.64,5.55,3
110692,26.8,5.03,4
110693,15.78,6.14,7
110694,36.23,5.78,3
110695,27.52,6.59,9
110696,32.96,4.56,2
110697,35.83,5.59,6
110698,37.23,4.94,6
110699,36.42,5.08,3
110700,32.23,5.53,8
110701,42.44,5.03,4
110702,51.9,5.07,10
110703,22.82,6.37,4
110704,53.41,5.94,5
110705,79.55,7.52,1528
110706,74.95,6.08,714
110707,47.65,5.66,1032
110708,50.69,6.12,673
110709,75.18,6.05,930
110710,72.26,5.74,855
110711,74.05,5.74,1077
110712,59.16,6.52,815
110713,54.23,5.58,482
110714,54.36,6.73,772
110715,60.14,6.1,977
110716,61.1,5.51,1068
110717,75.09,6.7,1136
110718,67.14,7.29,1129
110719,76.75,7.9,999
110721,27.44,5.92,357
110722,27.16,6.0,1131
110723,28.13,3.99,576
110724,13.38,5.64,104
110726,13.48,6.03,525
110727,35.81,4.56,606
110728,30.36,5.68,932
110729,37.33,6.8,2224
110730,49.01,6.1,1503
110731,24.72,5.4,571
110732,42.62,6.81,1299
110733,42.44,4.79,908
110734,19.03,4.2,1156
110735,32.7,6.78,1885
110736,33.43,6.33,1081
110737,68.19,4.81,1736
110738,52.98,6.01,1459
110739,53.62,6.04,856
110740,66.97,6.84,1687
110742,58.31,5.11,290
110743,45.23,6.6,1486
110744,64.02,5.9,1572
110745,47.05,4.38,1276
110746,55.28,6.59,2171
110747,44.38,5.72,1008
110748,63.36,5.93,2253
110749,55.37,5.36,1241
110750,43.07,4.54,956
110751,57.64,5.18,1642
110752,41.0,6.85,1848
110753,40.94,6.34,47
110754,47.43,6.67,25
110755,49.58,5.11,35
110756,60.09,6.3,53
110757,53.34,4.18,32
110758,40.62,5.47,26
110759,36.92,4.15,24
110760,40.45,5.16,33
110761,24.34,6.44,58
110762,21.41,6.7,12
110763,35.62,5.03,18
110764,36.1,5.17,50
110765,33.56,4.24,31
110766,39.69,5.64,21
110767,50.87,5.31,21
110768,27.94,5.14,48
110769,36.13,5.21,1
110770,36.03,6.17,1
110771,50.15,6.95,0
110772,59.73,4.62,0
110773,44.94,5.52,1
110774,56.62,5.48,1
110775,43.44,4.59,0
110776,57.19,6.74,1
110779,47.32,6.26,1
110780,39.97,6.36,1
110781,51.99,5.94,0
110782,48.85,6.83,1
110784,54.34,5.97,1
110785,32.75,6.32,528
110786,43.05,5.51,288
110787,24.47,6.74,566
110788,17.82,5.69,327
110789,44.11,6.44,245
110790,40.72,7.61,282
110791,29.92,5.4,334
110792,42.88,5.41,417
110793,47.36,5.12,528
110794,34.0,3.44,64
110795,35.15,7.13,279
110796,42.57,5.83,389
110797,35.49,7.3,347
110798,46.6,5.9,209
110799,14.74,5.41,373
110800,33.44,6.59,347
110801,53.64,3.93,2
110802,46.21,4.72,2
110803,45.32,5.02,1
110804,51.12,5.26,0
110805,49.19,5.0,2
110807,49.15,5.02,0
110808,41.93,5.34,0
110809,47.64,6.65,4
110810,48.06,4.28,0
110811,47.19,5.47,4
110812,41.3,5.54,3
110813,50.82,6.63,1
110814,54.95,4.57,1
110816,54.84,6.19,3
110817,44.54,6.2,43
110818,48.85,6.14,20
110819,71.43,5.97,32
110820,46.1,6.75,47
110821,44.31,6.27,17
110822,35.67,5.06,17
110823,53.22,5.49,36
110824,39.67,5.52,33
110825,52.99,6.17,74
110826,49.4,5.42,59
110827,41.07,7.44,55
110828,34.71,5.48,45
110829,52.51,5.1,41
110830,48.98,6.04,57
110831,31.41,5.76,20
110832,55.83,7.13,46
110833,27.58,3.6,0
110834,25.71,5.75,0
110835,36.32,5.17,2
110836,20.23,4.02,0
110837,14.44,5.93,4
110838,26.12,4.96,1
110839,32.0,4.69,0
110840,22.44,5.21,6
110841,32.91,5.15,2
110842,29.11,5.71,1
110843,31.17,5.37,0
110844,30.09,3.06,3
110845,48.76,5.12,2
110846,26.16,5.28,0
110847,39.71,4.79,3
110848,21.61,3.77,1
110849,38.78,6.03,1
110850,35.05,4.69,0
110851,23.78,6.78,2
110852,17.3,5.53,3
110853,39.13,6.84,2
110854,30.51,5.04,2
110855,28.41,5.1,0
110856,51.29,3.56,2
110857,37.51,4.81,3
110858,26.6,5.63,2
110859,27.9,5.33,3
110860,47.93,4.61,2
110861,13.04,7.08,1
110862,33.49,5.86,2
110863,39.0,5.51,1
110864,36.69,4.44,0
110865,70.94,5.52,2
110866,57.46,4.27,2
110867,58.82,6.09,1
110868,50.98,4.37,2
110869,62.93,5.44,3
110870,37.38,5.07,1
110871,50.41,5.28,2
110872,49.84,5.9,0
110873,36.47,6.28,1
110874,58.18,5.12,2
110875,58.2,6.48,1
110876,54.18,4.79,1
110877,41.88,5.55,2
110878,60.46,5.65,3
110879,65.53,5.86,1
110880,67.57,5.61,2
110881,44.93,5.14,5
110882,58.77,5.86,5
110883,51.5,4.99,6
110884,41.61,5.93,4
110885,29.93,5.56,1
110886,36.87,4.67,4
110887,51.26,6.26,2
110888,57.09,6.49,2
110889,57.07,7.21,4
110890,61.1,4.52,6
110891,46.71,6.24,4
110892,44.78,6.5,6
110893,58.94,7.71,1
110894,56.95,6.95,5
110895,42.33,6.63,3
110896,57.64,5.76,3
110897,49.06,6.31,35
110898,42.9,5.66,4
110899,49.38,6.87,18
110900,65.04,5.08,13
110901,50.83,4.95,12
110903,57.78,5.52,0
110904,57.63,4.53,28
110906,43.09,4.93,12
110907,49.78,4.99,11
110908,51.53,5.41,23
110909,53.01,3.57,7
110910,43.41,5.66,0
110911,80.06,5.07,29
110912,44.34,4.78,11
110913,68.11,5.07,1
110914,51.59,5.52,0
110915,30.89,5.55,1
110916,19.88,5.45,0
110917,58.91,4.99,1
110918,28.77,4.35,0
110919,31.27,4.57,1
110920,56.25,6.5,1
110921,62.76,6.35,1
110922,38.11,5.42,0
110923,49.61,5.07,1
110924,41.91,5.8,2
110925,59.08,6.05,1
110926,59.08,6.1,1
110927,37.3,5.38,1
110928,31.01,4.4,1
110929,81.65,5.71,1
110930,43.63,4.73,0
110931,21.78,6.2,0
110932,37.1,5.66,1
110933,32.26,4.07,1
110934,25.15,6.05,1
110935,34.78,5.34,1
110936,18.88,5.7,1
110937,38.96,4.79,0
110938,8.24,4.94,1
110939,34.9,4.94,1
110940,39.04,4.4,1
110941,37.6,7.18,0
110942,20.23,5.75,1
110943,41.73,4.96,1
110944,42.08,4.87,1
110946,38.32,5.06,4
110947,27.44,5.12,5
110948,52.86,5.06,4
110949,23.33,5.79,0
110950,50.39,5.71,9
110951,53.66,6.0,6
110952,55.51,6.12,6
110953,42.06,4.81,8
110954,29.51,6.28,6
110955,56.87,5.83,10
110956,37.83,7.24,8
110957,29.55,5.34,4
110959,47.01,6.07,11
110960,37.2,5.38,7
110961,62.47,5.74,73
110962,62.8,5.5,67
110963,42.86,4.45,38
110964,39.5,5.35,67
110965,61.36,4.6,13
110966,40.04,6.82,76
110968,43.5,6.96,87
110969,20.22,5.34,0
110970,72.7,5.9,75
110971,62.65,5.28,105
110972,54.2,5.29,52
110973,53.73,6.61,67
110974,40.52,6.16,94
110975,33.93,4.88,43
110976,55.18,5.99,43
110977,33.53,5.58,11
110978,48.16,5.05,6
110979,46.15,6.8,4
110980,44.53,5.03,4
110981,44.36,6.38,7
110982,36.85,5.87,3
110983,41.37,5.82,6
110984,20.11,5.16,0
110985,34.0,6.17,11
110986,9.57,4.73,7
110988,33.75,5.63,6
110989,38.93,5.4,0
110991,39.93,5.91,11
110992,23.73,4.66,8
110993,48.16,5.84,11
110994,37.31,8.03,13
110995,33.03,7.27,16
110996,61.02,6.55,28
110997,28.77,5.95,22
110998,35.7,5.37,0
110999,49.35,7.01,20
111000,58.82,5.65,9
111001,51.54,5.2,2
111003,56.09,4.97,18
111004,31.3,5.79,8
111005,53.12,5.94,25
111006,63.84,5.78,28
111007,28.83,6.73,11
111008,31.53,6.17,15
111009,32.97,7.08,1
111010,35.53,5.11,3
111011,42.22,5.99,8
111012,36.59,6.72,4
111013,13.72,5.84,5
111014,34.53,5.61,3
111015,40.31,5.87,6
111016,39.87,5.19,5
111017,25.78,5.11,3
111018,50.54,5.28,1
111019,31.99,4.06,0
111020,53.92,5.15,4
111021,45.77,5.49,5
111022,32.53,5.27,3
111025,50.56,7.43,242
111026,39.61,5.88,349
111027,40.62,6.86,315
111028,69.26,4.67,290
111029,52.93,5.45,0
111030,30.16,5.55,241
111032,39.07,4.9,235
111034,43.53,4.91,260
111035,45.41,6.34,353
111036,67.2,7.15,281
111037,64.55,5.3,355
111038,51.73,5.0,418
111039,21.18,4.92,0
111040,44.64,6.69,166
111041,52.55,6.13,1288
111043,49.49,5.17,744
111044,47.75,4.99,1136
111045,36.7,5.6,718
111046,34.64,4.19,820
111047,25.74,7.03,1360
111048,41.51,5.84,555
111050,11.65,5.2,1259
111051,37.38,4.86,1238
111052,22.37,5.72,525
111053,27.89,4.93,528
111054,35.45,4.33,834
111055,39.98,4.48,277
111056,35.51,4.38,817
111057,52.26,4.63,7
111058,63.08,6.3,7
111059,53.01,5.29,12
111060,50.6,6.09,9
111061,60.11,6.38,8
111062,60.19,4.63,6
111063,57.14,5.35,11
111064,46.07,5.92,11
111065,57.32,5.12,10
111066,72.17,5.56,7
111067,63.42,7.3,7
111068,64.81,6.6,6
111069,60.63,6.09,5
111070,50.25,4.98,6
111071,35.53,5.06,7
111072,69.15,5.86,9
111074,37.77,4.99,70
111075,33.92,5.99,47
111076,34.62,6.2,76
111079,36.24,5.46,16
111080,47.66,6.0,55
111081,29.15,6.8,73
111082,56.44,5.07,39
111083,53.61,6.2,83
111084,59.44,4.83,99
111085,45.07,7.08,71
111086,51.78,5.33,31
111088,31.59,5.26,25
111089,36.48,5.12,6
111090,31.43,5.84,15
111091,48.49,6.18,10
111092,29.67,6.1,9
111093,64.63,6.25,26
111094,20.26,4.92,2
111095,41.88,6.18,11
111097,32.83,6.53,24
111098,30.2,3.93,14
111099,45.58,5.98,12
111100,43.83,4.68,12
111101,34.01,4.89,9
111102,44.5,4.2,17
111103,9.94,4.4,6
111104,45.1,4.72,8
111105,43.76,6.13,11
111106,22.49,4.05,5
111107,23.16,5.24,32
111108,33.38,6.62,19
111109,24.08,5.97,8
111110,33.07,5.29,14
111111,12.12,4.17,0
111112,32.07,4.85,0
111113,44.87,4.61,16
111114,33.6,5.54,19
111115,14.14,5.1,41
111116,38.82,4.28,5
111117,25.99,5.58,21
111118,7.95,5.19,12
111119,38.29,6.6,30
111120,23.08,3.76,39
111121,36.41,6.3,4
111122,66.1,5.65,8
111123,45.45,4.78,5
111124,52.88,6.42,9
111125,44.04,4.91,2
111126,41.21,4.5,6
111127,57.14,4.95,7
111128,52.57,5.61,3
111129,46.46,5.84,4
111130,53.53,7.11,10
111131,66.05,3.85,3
111132,77.4,6.04,5
111133,55.57,6.04,7
111134,47.7,5.29,4
111135,62.62,4.92,1
111136,62.81,6.42,7
111137,40.81,5.67,891
111138,64.49,5.26,392
111139,29.53,5.76,827
111140,23.97,5.72,883
111141,45.64,5.63,814
111142,42.8,4.54,986
111143,50.41,6.04,1147
111144,35.59,4.57,328
111145,33.06,6.63,451
111146,23.45,6.04,71
111147,58.08,6.64,1508
111148,55.21,5.45,449
111149,54.32,6.69,728
111150,44.39,4.89,878
111151,63.47,7.03,959
111152,31.28,6.42,440
111153,32.47,5.39,22
111154,34.4,6.83,50
111155,7.24,5.39,25
111156,26.79,5.26,37
111157,22.9,6.86,17
111158,37.82,6.1,33
111159,35.38,6.3,22
111160,41.07,5.55,26
111161,21.75,4.81,25
111162,42.21,6.25,52
111163,32.03,5.51,50
111164,48.29,4.95,13
111165,27.37,4.86,16
111166,40.18,6.25,46
111167,33.33,7.64,40
111168,32.55,5.08,50
111169,60.73,4.87,11
111170,54.7,5.28,25
111171,45.42,4.22,12
111172,66.42,5.21,12
111173,68.78,5.47,14
111174,48.31,5.08,13
111176,66.49,5.18,18
111177,53.74,4.82,6
111178,67.83,5.95,22
111179,52.71,5.84,24
111180,66.52,5.76,26
111181,47.88,4.42,11
111182,80.95,5.33,34
111183,76.0,6.57,12
111184,59.98,4.7,33
111185,23.48,5.43,923
111186,43.08,4.45,504
111187,48.08,6.65,857
111188,36.9,6.76,433
111189,34.37,5.22,597
111190,58.23,5.38,562
111191,34.0,6.69,631
111192,51.39,6.53,944
111193,28.65,5.32,899
111195,41.19,7.08,761
111197,44.96,6.12,994
111198,38.42,5.56,648
111200,40.98,5.82,836
111201,26.3,4.82,627
111202,37.17,3.53,1199
111203,42.44,5.94,484
111204,38.26,7.17,802
111205,39.03,6.19,1500
111206,19.81,5.62,1175
111207,34.8,6.07,962
111208,38.5,5.38,1533
111209,20.41,5.55,1273
111210,50.13,5.47,1623
111211,21.39,5.68,2235
111212,39.68,4.59,112
111213,23.6,6.25,1300
111214,27.67,5.79,546
111215,32.45,6.71,84
111216,45.01,5.65,1319
111217,37.18,5.06,4
111218,38.27,4.67,1
111219,45.48,5.1,0
111220,44.22,5.68,2
111221,27.93,5.41,0
111222,41.15,4.82,3
111223,30.73,6.05,4
111224,39.42,5.46,5
111225,26.17,4.11,1
111226,40.59,4.6,3
111227,36.37,4.82,4
111228,24.13,4.78,0
111229,34.81,5.4,8
111230,28.97,5.12,3
111231,26.95,3.7,3
111232,13.69,6.3,0
111233,23.65,4.47,8
111235,44.56,5.12,32
111236,37.55,5.14,13
111237,35.84,6.58,13
111238,30.8,5.47,17
111239,49.28,4.95,12
111240,46.36,4.71,16
111241,36.39,7.08,14
111242,35.0,5.04,3
111243,17.12,4.32,17
111244,42.55,5.04,4
111245,22.92,4.6,13
111246,33.74,5.66,0
111247,28.26,5.13,20
111248,53.01,6.75,25
111249,60.57,4.7,646
111251,40.79,5.99,521
111252,52.42,7.1,525
111253,50.77,5.03,500
111254,35.58,5.59,218
111255,44.73,5.67,525
111256,59.43,6.41,694
111257,43.97,6.56,488
111258,29.4,6.2,440
111259,39.44,5.93,781
111261,52.24,6.92,461
111262,31.91,5.41,461
111263,61.53,5.41,614
111264,43.4,5.56,699
111265,29.55,5.98,4
111266,24.01,5.47,42
111268,39.83,5.61,43
111269,25.71,5.62,0
111270,29.01,5.09,0
111271,47.94,5.66,78
111272,32.83,5.96,23
111273,18.35,5.36,17
111274,16.25,5.04,48
111275,37.01,6.74,71
111276,14.57,6.4,25
111277,37.06,5.44,0
111278,32.31,4.76,23
111279,40.24,6.1,17
111281,56.06,5.91,6
111282,67.69,7.3,11
111283,47.6,4.79,7
111284,70.95,5.71,5
111285,64.14,6.81,8
111286,67.13,5.07,6
111287,58.11,7.12,4
111288,57.81,5.3,5
111289,60.1,5.38,11
111290,46.09,5.61,2
111291,74.65,7.21,11
111292,62.46,6.12,9
111293,68.65,5.81,1
111294,80.14,4.75,11
111295,56.69,5.64,8
111296,62.63,6.18,7
111297,53.22,4.98,29
111298,64.22,6.15,30
111299,61.73,5.95,65
111300,63.32,5.03,5
111301,50.49,4.72,50
111303,47.69,5.24,28
111304,61.52,7.03,35
111305,62.93,5.81,45
111306,62.44,5.63,28
111307,76.88,7.1,51
111308,58.38,5.29,17
111309,74.54,5.93,50
111310,79.02,4.83,20
111311,62.31,6.06,41
111312,68.76,5.98,28
111313,58.01,6.29,2
111314,42.62,5.33,0
111315,36.77,4.3,0
111316,49.41,5.54,0
111319,25.28,3.67,1
111320,49.72,5.18,0
111321,65.46,5.27,2
111322,35.14,6.42,2
111323,57.56,5.73,2
111324,52.99,5.64,1
111325,49.42,5.76,2
111326,50.24,5.38,1
111327,42.05,5.03,1
111328,58.97,5.0,1
111329,43.26,5.03,8
111330,50.01,5.45,28
111331,51.21,5.76,27
111332,46.24,4.38,18
111333,37.84,5.99,48
111334,41.78,5.77,3
111335,41.76,5.24,32
111337,48.89,5.7,14
111338,41.81,5.42,19
111339,33.4,5.22,7
111340,50.95,4.63,37
111341,52.23,6.97,32
111342,55.91,6.55,29
111343,49.25,5.0,34
111344,53.13,5.12,18
111345,30.28,3.75,155
111346,35.79,4.61,151
111347,58.6,5.48,81
111348,52.28,4.67,0
111349,43.56,6.31,178
111350,48.68,4.37,270
111351,63.24,5.87,294
111352,53.91,5.24,192
111353,72.21,5.73,183
111354,62.89,5.24,264
111355,62.6,6.81,242
111356,58.26,5.23,172
111357,42.25,5.78,205
111358,47.65,6.41,240
111359,56.55,4.95,249
111360,61.02,5.23,188
111361,49.9,5.08,328
111364,51.95,6.16,379
111365,66.21,6.45,205
111366,35.71,5.2,345
111367,57.88,5.72,173
111368,44.65,5.21,305
111369,49.29,4.95,254
111371,49.3,6.52,370
111372,60.82,6.64,420
111373,51.47,6.55,365
111374,61.46,6.98,486
111375,46.39,7.63,200
111377,61.83,5.02,18
111378,33.81,6.13,21
111379,26.59,5.24,19
111380,37.0,6.09,28
111381,40.22,4.52,15
111382,51.54,6.27,21
111383,46.85,4.44,1
111384,41.92,4.04,22
111385,38.71,5.05,7
111386,42.81,5.19,24
111387,66.69,4.86,27
